"Notes"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"25-29 years"	"25-29"	"Texas"	"48"	"2017"	"2017"	39	2128073	1.833	0.293
	"25-29 years"	"25-29"	"Texas"	"48"	"2018"	"2018"	46	2154018	2.136	0.315
	"25-29 years"	"25-29"	"Virginia"	"51"	"2004"	"2004"	16	485215	3.298	0.824
	"25-29 years"	"25-29"	"Virginia"	"51"	"2005"	"2005"	18	497949	3.615	0.852
	"25-29 years"	"25-29"	"Virginia"	"51"	"2006"	"2006"	20	514211	3.889	0.870
	"25-29 years"	"25-29"	"Virginia"	"51"	"2009"	"2009"	28	557803	5.020	0.949
	"25-29 years"	"25-29"	"Virginia"	"51"	"2010"	"2010"	18	566440	3.178	0.749
	"25-29 years"	"25-29"	"Virginia"	"51"	"2011"	"2011"	17	572754	2.968	0.720
	"25-29 years"	"25-29"	"Virginia"	"51"	"2012"	"2012"	23	577188	3.985	0.831
	"25-29 years"	"25-29"	"Virginia"	"51"	"2014"	"2014"	19	585336	3.246	0.745
	"25-29 years"	"25-29"	"Washington"	"53"	"2004"	"2004"	21	405034	5.185	1.131
	"25-29 years"	"25-29"	"Washington"	"53"	"2005"	"2005"	23	419332	5.485	1.144
	"25-29 years"	"25-29"	"Washington"	"53"	"2006"	"2006"	17	440940	3.855	0.935
	"25-29 years"	"25-29"	"Washington"	"53"	"2007"	"2007"	17	454918	3.737	0.906
	"25-29 years"	"25-29"	"Washington"	"53"	"2008"	"2008"	18	471107	3.821	0.901
	"25-29 years"	"25-29"	"Washington"	"53"	"2009"	"2009"	18	480557	3.746	0.883
	"25-29 years"	"25-29"	"Washington"	"53"	"2010"	"2010"	19	481543	3.946	0.905
	"25-29 years"	"25-29"	"Washington"	"53"	"2011"	"2011"	16	488472	3.276	0.819
	"25-29 years"	"25-29"	"Washington"	"53"	"2012"	"2012"	23	490862	4.686	0.977
	"25-29 years"	"25-29"	"Washington"	"53"	"2013"	"2013"	20	495493	4.036	0.903
	"25-29 years"	"25-29"	"Washington"	"53"	"2016"	"2016"	18	554169	3.248	0.766
	"25-29 years"	"25-29"	"Washington"	"53"	"2018"	"2018"	24	588925	4.075	0.832
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2000"	"2000"	16	331605	4.825	1.206
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2006"	"2006"	18	340183	5.291	1.247
	"25-29 years"	"25-29"	"Wisconsin"	"55"	"2011"	"2011"	17	369479	4.601	1.116
	"30-34 years"	"30-34"	"Alabama"	"01"	"2002"	"2002"	16	302668	5.286	1.322
	"30-34 years"	"30-34"	"Arizona"	"04"	"2002"	"2002"	22	385105	5.713	1.218
	"30-34 years"	"30-34"	"Arizona"	"04"	"2003"	"2003"	16	387476	4.129	1.032
	"30-34 years"	"30-34"	"Arizona"	"04"	"2004"	"2004"	17	389610	4.363	1.058
	"30-34 years"	"30-34"	"Arizona"	"04"	"2005"	"2005"	18	392959	4.581	1.080
	"30-34 years"	"30-34"	"Arizona"	"04"	"2007"	"2007"	24	400894	5.987	1.222
	"30-34 years"	"30-34"	"Arizona"	"04"	"2008"	"2008"	22	406053	5.418	1.155
	"30-34 years"	"30-34"	"Arizona"	"04"	"2010"	"2010"	19	418557	4.539	1.041
	"30-34 years"	"30-34"	"Arizona"	"04"	"2011"	"2011"	17	426987	3.981	0.966
	"30-34 years"	"30-34"	"Arizona"	"04"	"2014"	"2014"	20	449641	4.448	0.995
	"30-34 years"	"30-34"	"Arizona"	"04"	"2017"	"2017"	21	460009	4.565	0.996
	"30-34 years"	"30-34"	"California"	"06"	"1999"	"1999"	91	2714559	3.352	0.351
	"30-34 years"	"30-34"	"California"	"06"	"2000"	"2000"	77	2691610	2.861	0.326
	"30-34 years"	"30-34"	"California"	"06"	"2001"	"2001"	98	2722640	3.599	0.364
	"30-34 years"	"30-34"	"California"	"06"	"2002"	"2002"	85	2721499	3.123	0.339
	"30-34 years"	"30-34"	"California"	"06"	"2003"	"2003"	101	2696223	3.746	0.373
	"30-34 years"	"30-34"	"California"	"06"	"2004"	"2004"	90	2648724	3.398	0.358
	"30-34 years"	"30-34"	"California"	"06"	"2005"	"2005"	72	2572421	2.799	0.330
	"30-34 years"	"30-34"	"California"	"06"	"2006"	"2006"	73	2512058	2.906	0.340
	"30-34 years"	"30-34"	"California"	"06"	"2007"	"2007"	77	2488229	3.095	0.353
	"30-34 years"	"30-34"	"California"	"06"	"2008"	"2008"	69	2497578	2.763	0.333
	"30-34 years"	"30-34"	"California"	"06"	"2009"	"2009"	68	2534696	2.683	0.325
	"30-34 years"	"30-34"	"California"	"06"	"2010"	"2010"	87	2584514	3.366	0.361
	"30-34 years"	"30-34"	"California"	"06"	"2011"	"2011"	98	2636139	3.718	0.376
	"30-34 years"	"30-34"	"California"	"06"	"2012"	"2012"	75	2691413	2.787	0.322
	"30-34 years"	"30-34"	"California"	"06"	"2013"	"2013"	92	2750476	3.345	0.349
	"30-34 years"	"30-34"	"California"	"06"	"2014"	"2014"	73	2799352	2.608	0.305
	"30-34 years"	"30-34"	"California"	"06"	"2015"	"2015"	82	2829199	2.898	0.320
	"30-34 years"	"30-34"	"California"	"06"	"2016"	"2016"	94	2862577	3.284	0.339
	"30-34 years"	"30-34"	"California"	"06"	"2017"	"2017"	89	2882843	3.087	0.327
	"30-34 years"	"30-34"	"California"	"06"	"2018"	"2018"	81	2912204	2.781	0.309
	"30-34 years"	"30-34"	"Colorado"	"08"	"1999"	"1999"	16	327928	4.879	1.220
	"30-34 years"	"30-34"	"Colorado"	"08"	"2000"	"2000"	20	333782	5.992	1.340
	"30-34 years"	"30-34"	"Colorado"	"08"	"2009"	"2009"	21	347863	6.037	1.317
	"30-34 years"	"30-34"	"Colorado"	"08"	"2010"	"2010"	17	356452	4.769	1.157
	"30-34 years"	"30-34"	"Colorado"	"08"	"2011"	"2011"	18	368261	4.888	1.152
	"30-34 years"	"30-34"	"Colorado"	"08"	"2014"	"2014"	23	400039	5.749	1.199
	"30-34 years"	"30-34"	"Colorado"	"08"	"2015"	"2015"	18	411555	4.374	1.031
	"30-34 years"	"30-34"	"Colorado"	"08"	"2016"	"2016"	24	423278	5.670	1.157
	"30-34 years"	"30-34"	"Colorado"	"08"	"2018"	"2018"	21	441583	4.756	1.038
	"30-34 years"	"30-34"	"Florida"	"12"	"1999"	"1999"	47	1098372	4.279	0.624
	"30-34 years"	"30-34"	"Florida"	"12"	"2000"	"2000"	45	1090756	4.126	0.615
	"30-34 years"	"30-34"	"Florida"	"12"	"2001"	"2001"	35	1100658	3.180	0.538
	"30-34 years"	"30-34"	"Florida"	"12"	"2002"	"2002"	39	1112664	3.505	0.561
	"30-34 years"	"30-34"	"Florida"	"12"	"2003"	"2003"	48	1115300	4.304	0.621
	"30-34 years"	"30-34"	"Florida"	"12"	"2004"	"2004"	49	1117654	4.384	0.626
	"30-34 years"	"30-34"	"Florida"	"12"	"2005"	"2005"	58	1111695	5.217	0.685
	"30-34 years"	"30-34"	"Florida"	"12"	"2006"	"2006"	41	1094633	3.746	0.585
	"30-34 years"	"30-34"	"Florida"	"12"	"2007"	"2007"	37	1081460	3.421	0.562
	"30-34 years"	"30-34"	"Florida"	"12"	"2008"	"2008"	50	1079825	4.630	0.655
	"30-34 years"	"30-34"	"Florida"	"12"	"2009"	"2009"	45	1089985	4.128	0.615
	"30-34 years"	"30-34"	"Florida"	"12"	"2010"	"2010"	30	1116623	2.687	0.491
	"30-34 years"	"30-34"	"Florida"	"12"	"2011"	"2011"	52	1143994	4.545	0.630
	"30-34 years"	"30-34"	"Florida"	"12"	"2012"	"2012"	41	1175977	3.486	0.544
	"30-34 years"	"30-34"	"Florida"	"12"	"2013"	"2013"	58	1204569	4.815	0.632
	"30-34 years"	"30-34"	"Florida"	"12"	"2014"	"2014"	46	1233911	3.728	0.550
	"30-34 years"	"30-34"	"Florida"	"12"	"2015"	"2015"	45	1262503	3.564	0.531
	"30-34 years"	"30-34"	"Florida"	"12"	"2016"	"2016"	56	1296575	4.319	0.577
	"30-34 years"	"30-34"	"Florida"	"12"	"2017"	"2017"	52	1322559	3.932	0.545
	"30-34 years"	"30-34"	"Florida"	"12"	"2018"	"2018"	46	1347442	3.414	0.503
	"30-34 years"	"30-34"	"Georgia"	"13"	"1999"	"1999"	19	656082	2.896	0.664
	"30-34 years"	"30-34"	"Georgia"	"13"	"2000"	"2000"	16	659328	2.427	0.607
	"30-34 years"	"30-34"	"Georgia"	"13"	"2002"	"2002"	24	679291	3.533	0.721
	"30-34 years"	"30-34"	"Georgia"	"13"	"2003"	"2003"	26	679458	3.827	0.750
	"30-34 years"	"30-34"	"Georgia"	"13"	"2004"	"2004"	28	675927	4.142	0.783
	"30-34 years"	"30-34"	"Georgia"	"13"	"2005"	"2005"	22	663600	3.315	0.707
	"30-34 years"	"30-34"	"Georgia"	"13"	"2007"	"2007"	22	648845	3.391	0.723
	"30-34 years"	"30-34"	"Georgia"	"13"	"2008"	"2008"	21	649244	3.235	0.706
	"30-34 years"	"30-34"	"Georgia"	"13"	"2009"	"2009"	25	654958	3.817	0.763
	"30-34 years"	"30-34"	"Georgia"	"13"	"2010"	"2010"	22	664078	3.313	0.706
	"30-34 years"	"30-34"	"Georgia"	"13"	"2011"	"2011"	26	674030	3.857	0.756
	"30-34 years"	"30-34"	"Georgia"	"13"	"2012"	"2012"	28	680852	4.112	0.777
	"30-34 years"	"30-34"	"Georgia"	"13"	"2013"	"2013"	18	684030	2.631	0.620
	"30-34 years"	"30-34"	"Georgia"	"13"	"2014"	"2014"	18	685314	2.627	0.619
	"30-34 years"	"30-34"	"Georgia"	"13"	"2015"	"2015"	17	685926	2.478	0.601
	"30-34 years"	"30-34"	"Georgia"	"13"	"2016"	"2016"	26	691206	3.762	0.738
	"30-34 years"	"30-34"	"Georgia"	"13"	"2018"	"2018"	24	704475	3.407	0.695
	"30-34 years"	"30-34"	"Illinois"	"17"	"1999"	"1999"	30	928426	3.231	0.590
	"30-34 years"	"30-34"	"Illinois"	"17"	"2000"	"2000"	35	919791	3.805	0.643
	"30-34 years"	"30-34"	"Illinois"	"17"	"2001"	"2001"	29	923737	3.139	0.583
	"30-34 years"	"30-34"	"Illinois"	"17"	"2002"	"2002"	35	923515	3.790	0.641
	"30-34 years"	"30-34"	"Illinois"	"17"	"2003"	"2003"	39	913055	4.271	0.684
	"30-34 years"	"30-34"	"Illinois"	"17"	"2004"	"2004"	27	895938	3.014	0.580
	"30-34 years"	"30-34"	"Illinois"	"17"	"2005"	"2005"	31	872576	3.553	0.638
	"30-34 years"	"30-34"	"Illinois"	"17"	"2006"	"2006"	27	852538	3.167	0.609
	"30-34 years"	"30-34"	"Illinois"	"17"	"2007"	"2007"	32	846449	3.780	0.668
	"30-34 years"	"30-34"	"Illinois"	"17"	"2008"	"2008"	25	847213	2.951	0.590
	"30-34 years"	"30-34"	"Illinois"	"17"	"2009"	"2009"	23	855772	2.688	0.560
	"30-34 years"	"30-34"	"Illinois"	"17"	"2010"	"2010"	45	868874	5.179	0.772
	"30-34 years"	"30-34"	"Illinois"	"17"	"2011"	"2011"	33	881524	3.744	0.652
	"30-34 years"	"30-34"	"Illinois"	"17"	"2012"	"2012"	26	889793	2.922	0.573
	"30-34 years"	"30-34"	"Illinois"	"17"	"2013"	"2013"	36	897175	4.013	0.669
	"30-34 years"	"30-34"	"Illinois"	"17"	"2014"	"2014"	34	896399	3.793	0.650
	"30-34 years"	"30-34"	"Illinois"	"17"	"2015"	"2015"	34	888406	3.827	0.656
	"30-34 years"	"30-34"	"Illinois"	"17"	"2016"	"2016"	24	882407	2.720	0.555
	"30-34 years"	"30-34"	"Illinois"	"17"	"2017"	"2017"	27	872376	3.095	0.596
	"30-34 years"	"30-34"	"Illinois"	"17"	"2018"	"2018"	24	864165	2.777	0.567
	"30-34 years"	"30-34"	"Indiana"	"18"	"2000"	"2000"	16	421950	3.792	0.948
	"30-34 years"	"30-34"	"Indiana"	"18"	"2002"	"2002"	22	424161	5.187	1.106
	"30-34 years"	"30-34"	"Indiana"	"18"	"2004"	"2004"	21	417066	5.035	1.099
	"30-34 years"	"30-34"	"Indiana"	"18"	"2005"	"2005"	18	409729	4.393	1.035
	"30-34 years"	"30-34"	"Indiana"	"18"	"2006"	"2006"	24	399289	6.011	1.227
	"30-34 years"	"30-34"	"Indiana"	"18"	"2009"	"2009"	22	402710	5.463	1.165
	"30-34 years"	"30-34"	"Indiana"	"18"	"2014"	"2014"	20	422930	4.729	1.057
	"30-34 years"	"30-34"	"Indiana"	"18"	"2016"	"2016"	24	418181	5.739	1.171
	"30-34 years"	"30-34"	"Kentucky"	"21"	"2003"	"2003"	20	287976	6.945	1.553
	"30-34 years"	"30-34"	"Kentucky"	"21"	"2007"	"2007"	20	270066	7.406	1.656
	"30-34 years"	"30-34"	"Kentucky"	"21"	"2009"	"2009"	16	275654	5.804	1.451
	"30-34 years"	"30-34"	"Kentucky"	"21"	"2011"	"2011"	17	286338	5.937	1.440
	"30-34 years"	"30-34"	"Kentucky"	"21"	"2013"	"2013"	17	287691	5.909	1.433
	"30-34 years"	"30-34"	"Kentucky"	"21"	"2015"	"2015"	18	280450	6.418	1.513
	"30-34 years"	"30-34"	"Maryland"	"24"	"1999"	"1999"	19	416285	4.564	1.047
	"30-34 years"	"30-34"	"Maryland"	"24"	"2000"	"2000"	16	405469	3.946	0.987
	"30-34 years"	"30-34"	"Maryland"	"24"	"2006"	"2006"	17	354146	4.800	1.164
	"30-34 years"	"30-34"	"Maryland"	"24"	"2010"	"2010"	18	371616	4.844	1.142
	"30-34 years"	"30-34"	"Maryland"	"24"	"2012"	"2012"	16	393250	4.069	1.017
	"30-34 years"	"30-34"	"Maryland"	"24"	"2013"	"2013"	20	401911	4.976	1.113
	"30-34 years"	"30-34"	"Maryland"	"24"	"2018"	"2018"	17	414960	4.097	0.994
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"1999"	"1999"	16	499442	3.204	0.801
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2000"	"2000"	16	492661	3.248	0.812
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2001"	"2001"	23	486504	4.728	0.986
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2003"	"2003"	16	458426	3.490	0.873
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2006"	"2006"	18	401913	4.479	1.056
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2007"	"2007"	20	394990	5.063	1.132
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2008"	"2008"	20	394280	5.073	1.134
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2013"	"2013"	22	439708	5.003	1.067
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2015"	"2015"	21	455926	4.606	1.005
	"30-34 years"	"30-34"	"Massachusetts"	"25"	"2016"	"2016"	23	465705	4.939	1.030
	"30-34 years"	"30-34"	"Michigan"	"26"	"1999"	"1999"	35	709928	4.930	0.833
	"30-34 years"	"30-34"	"Michigan"	"26"	"2000"	"2000"	18	706999	2.546	0.600
	"30-34 years"	"30-34"	"Michigan"	"26"	"2001"	"2001"	21	708645	2.963	0.647
	"30-34 years"	"30-34"	"Michigan"	"26"	"2002"	"2002"	30	702771	4.269	0.779
	"30-34 years"	"30-34"	"Michigan"	"26"	"2003"	"2003"	29	690708	4.199	0.780
	"30-34 years"	"30-34"	"Michigan"	"26"	"2004"	"2004"	22	670625	3.281	0.699
	"30-34 years"	"30-34"	"Michigan"	"26"	"2005"	"2005"	27	645072	4.186	0.806
	"30-34 years"	"30-34"	"Michigan"	"26"	"2006"	"2006"	19	610093	3.114	0.714
	"30-34 years"	"30-34"	"Michigan"	"26"	"2007"	"2007"	20	587179	3.406	0.762
	"30-34 years"	"30-34"	"Michigan"	"26"	"2008"	"2008"	22	575323	3.824	0.815
	"30-34 years"	"30-34"	"Michigan"	"26"	"2009"	"2009"	22	572691	3.842	0.819
	"30-34 years"	"30-34"	"Michigan"	"26"	"2010"	"2010"	17	575281	2.955	0.717
	"30-34 years"	"30-34"	"Michigan"	"26"	"2011"	"2011"	22	582253	3.778	0.806
	"30-34 years"	"30-34"	"Michigan"	"26"	"2012"	"2012"	25	588183	4.250	0.850
	"30-34 years"	"30-34"	"Michigan"	"26"	"2013"	"2013"	23	592889	3.879	0.809
	"30-34 years"	"30-34"	"Michigan"	"26"	"2014"	"2014"	26	593186	4.383	0.860
	"30-34 years"	"30-34"	"Michigan"	"26"	"2016"	"2016"	33	593713	5.558	0.968
	"30-34 years"	"30-34"	"Michigan"	"26"	"2017"	"2017"	26	595263	4.368	0.857
	"30-34 years"	"30-34"	"Michigan"	"26"	"2018"	"2018"	19	601247	3.160	0.725
	"30-34 years"	"30-34"	"Minnesota"	"27"	"1999"	"1999"	17	355280	4.785	1.161
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2002"	"2002"	21	351308	5.978	1.304
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2006"	"2006"	17	321252	5.292	1.283
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2009"	"2009"	21	336819	6.235	1.361
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2010"	"2010"	22	345418	6.369	1.358
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2012"	"2012"	16	368147	4.346	1.087
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2014"	"2014"	20	381607	5.241	1.172
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2015"	"2015"	20	383358	5.217	1.167
	"30-34 years"	"30-34"	"Minnesota"	"27"	"2016"	"2016"	16	384457	4.162	1.040
	"30-34 years"	"30-34"	"Missouri"	"29"	"2001"	"2001"	22	379305	5.800	1.237
	"30-34 years"	"30-34"	"Missouri"	"29"	"2004"	"2004"	19	371944	5.108	1.172
	"30-34 years"	"30-34"	"Missouri"	"29"	"2006"	"2006"	17	355143	4.787	1.161
	"30-34 years"	"30-34"	"Missouri"	"29"	"2008"	"2008"	16	355243	4.504	1.126
	"30-34 years"	"30-34"	"Missouri"	"29"	"2010"	"2010"	17	374999	4.533	1.099
	"30-34 years"	"30-34"	"Missouri"	"29"	"2011"	"2011"	17	384615	4.420	1.072
	"30-34 years"	"30-34"	"Missouri"	"29"	"2015"	"2015"	16	399604	4.004	1.001
	"30-34 years"	"30-34"	"Missouri"	"29"	"2017"	"2017"	21	398740	5.267	1.149
	"30-34 years"	"30-34"	"New Jersey"	"34"	"1999"	"1999"	27	656599	4.112	0.791
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2000"	"2000"	23	644279	3.570	0.744
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2001"	"2001"	23	637357	3.609	0.752
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2002"	"2002"	21	626959	3.350	0.731
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2003"	"2003"	22	612795	3.590	0.765
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2006"	"2006"	21	555430	3.781	0.825
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2007"	"2007"	23	547730	4.199	0.876
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2008"	"2008"	20	548197	3.648	0.816
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2009"	"2009"	18	551333	3.265	0.770
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2010"	"2010"	19	558075	3.405	0.781
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2011"	"2011"	19	563742	3.370	0.773
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2012"	"2012"	33	567094	5.819	1.013
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2013"	"2013"	17	569488	2.985	0.724
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2014"	"2014"	24	569027	4.218	0.861
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2015"	"2015"	21	566600	3.706	0.809
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2016"	"2016"	19	568752	3.341	0.766
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2017"	"2017"	20	569229	3.514	0.786
	"30-34 years"	"30-34"	"New Jersey"	"34"	"2018"	"2018"	20	569145	3.514	0.786
	"30-34 years"	"30-34"	"New York"	"36"	"1999"	"1999"	55	1468598	3.745	0.505
	"30-34 years"	"30-34"	"New York"	"36"	"2000"	"2000"	60	1452273	4.131	0.533
	"30-34 years"	"30-34"	"New York"	"36"	"2001"	"2001"	49	1439209	3.405	0.486
	"30-34 years"	"30-34"	"New York"	"36"	"2002"	"2002"	36	1413944	2.546	0.424
	"30-34 years"	"30-34"	"New York"	"36"	"2003"	"2003"	63	1377591	4.573	0.576
	"30-34 years"	"30-34"	"New York"	"36"	"2004"	"2004"	45	1330171	3.383	0.504
	"30-34 years"	"30-34"	"New York"	"36"	"2005"	"2005"	55	1274472	4.316	0.582
	"30-34 years"	"30-34"	"New York"	"36"	"2006"	"2006"	51	1234210	4.132	0.579
	"30-34 years"	"30-34"	"New York"	"36"	"2007"	"2007"	44	1229096	3.580	0.540
	"30-34 years"	"30-34"	"New York"	"36"	"2008"	"2008"	50	1240874	4.029	0.570
	"30-34 years"	"30-34"	"New York"	"36"	"2009"	"2009"	45	1262714	3.564	0.531
	"30-34 years"	"30-34"	"New York"	"36"	"2010"	"2010"	47	1284946	3.658	0.534
	"30-34 years"	"30-34"	"New York"	"36"	"2011"	"2011"	56	1311334	4.270	0.571
	"30-34 years"	"30-34"	"New York"	"36"	"2012"	"2012"	48	1333224	3.600	0.520
	"30-34 years"	"30-34"	"New York"	"36"	"2013"	"2013"	45	1353468	3.325	0.496
	"30-34 years"	"30-34"	"New York"	"36"	"2014"	"2014"	56	1363427	4.107	0.549
	"30-34 years"	"30-34"	"New York"	"36"	"2015"	"2015"	54	1367912	3.948	0.537
	"30-34 years"	"30-34"	"New York"	"36"	"2016"	"2016"	41	1377981	2.975	0.465
	"30-34 years"	"30-34"	"New York"	"36"	"2017"	"2017"	53	1382712	3.833	0.527
	"30-34 years"	"30-34"	"New York"	"36"	"2018"	"2018"	58	1391090	4.169	0.547
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1999"	"1999"	24	605279	3.965	0.809
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2000"	"2000"	21	613180	3.425	0.747
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2001"	"2001"	29	627407	4.622	0.858
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2002"	"2002"	34	634518	5.358	0.919
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2003"	"2003"	24	632988	3.792	0.774
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2004"	"2004"	16	629605	2.541	0.635
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2005"	"2005"	27	619881	4.356	0.838
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2006"	"2006"	31	610716	5.076	0.912
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2007"	"2007"	26	606706	4.285	0.840
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2008"	"2008"	20	613810	3.258	0.729
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2009"	"2009"	28	616711	4.540	0.858
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2010"	"2010"	22	621778	3.538	0.754
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2011"	"2011"	25	628645	3.977	0.795
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2012"	"2012"	24	632590	3.794	0.774
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2014"	"2014"	25	639091	3.912	0.782
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2015"	"2015"	24	639358	3.754	0.766
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2016"	"2016"	21	645486	3.253	0.710
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2017"	"2017"	25	653273	3.827	0.765
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2018"	"2018"	22	663489	3.316	0.707
	"30-34 years"	"30-34"	"Ohio"	"39"	"1999"	"1999"	31	788462	3.932	0.706
	"30-34 years"	"30-34"	"Ohio"	"39"	"2000"	"2000"	46	782328	5.880	0.867
	"30-34 years"	"30-34"	"Ohio"	"39"	"2001"	"2001"	26	780402	3.332	0.653
	"30-34 years"	"30-34"	"Ohio"	"39"	"2002"	"2002"	31	772568	4.013	0.721
	"30-34 years"	"30-34"	"Ohio"	"39"	"2003"	"2003"	19	757696	2.508	0.575
	"30-34 years"	"30-34"	"Ohio"	"39"	"2004"	"2004"	29	734942	3.946	0.733
	"30-34 years"	"30-34"	"Ohio"	"39"	"2005"	"2005"	23	709501	3.242	0.676
	"30-34 years"	"30-34"	"Ohio"	"39"	"2006"	"2006"	32	681356	4.697	0.830
	"30-34 years"	"30-34"	"Ohio"	"39"	"2007"	"2007"	22	668575	3.291	0.702
	"30-34 years"	"30-34"	"Ohio"	"39"	"2008"	"2008"	33	670378	4.923	0.857
	"30-34 years"	"30-34"	"Ohio"	"39"	"2009"	"2009"	22	681723	3.227	0.688
	"30-34 years"	"30-34"	"Ohio"	"39"	"2010"	"2010"	27	693903	3.891	0.749
	"30-34 years"	"30-34"	"Ohio"	"39"	"2011"	"2011"	22	705666	3.118	0.665
	"30-34 years"	"30-34"	"Ohio"	"39"	"2012"	"2012"	29	712971	4.067	0.755
	"30-34 years"	"30-34"	"Ohio"	"39"	"2013"	"2013"	23	720340	3.193	0.666
	"30-34 years"	"30-34"	"Ohio"	"39"	"2014"	"2014"	37	721781	5.126	0.843
	"30-34 years"	"30-34"	"Ohio"	"39"	"2015"	"2015"	33	721889	4.571	0.796
	"30-34 years"	"30-34"	"Ohio"	"39"	"2016"	"2016"	28	724739	3.863	0.730
	"30-34 years"	"30-34"	"Ohio"	"39"	"2017"	"2017"	33	728610	4.529	0.788
	"30-34 years"	"30-34"	"Ohio"	"39"	"2018"	"2018"	30	736577	4.073	0.744
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2006"	"2006"	16	223686	7.153	1.788
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2015"	"2015"	18	269711	6.674	1.573
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1999"	"1999"	35	829015	4.222	0.714
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2000"	"2000"	21	825434	2.544	0.555
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2001"	"2001"	29	816343	3.552	0.660
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2002"	"2002"	32	803493	3.983	0.704
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2003"	"2003"	29	785400	3.692	0.686
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2004"	"2004"	35	760151	4.604	0.778
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2005"	"2005"	29	733122	3.956	0.735
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2006"	"2006"	29	708505	4.093	0.760
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2007"	"2007"	24	699423	3.431	0.700
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2008"	"2008"	28	705068	3.971	0.750
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2009"	"2009"	27	718839	3.756	0.723
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2010"	"2010"	29	733809	3.952	0.734
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2011"	"2011"	30	752526	3.987	0.728
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2012"	"2012"	23	768737	2.992	0.624
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2013"	"2013"	27	781833	3.453	0.665
