"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"55-59 years"	"55-59"	"Iowa"	"19"	"2007"	"2007"	17	190005	8.947	2.170
	"55-59 years"	"55-59"	"Iowa"	"19"	"2008"	"2008"	20	194836	10.265	2.295
	"55-59 years"	"55-59"	"Iowa"	"19"	"2009"	"2009"	23	200365	11.479	2.394
	"55-59 years"	"55-59"	"Iowa"	"19"	"2010"	"2010"	23	205516	11.191	2.334
	"55-59 years"	"55-59"	"Iowa"	"19"	"2012"	"2012"	19	211606	8.979	2.060
	"55-59 years"	"55-59"	"Iowa"	"19"	"2014"	"2014"	18	215344	8.359	1.970
	"55-59 years"	"55-59"	"Iowa"	"19"	"2015"	"2015"	25	216457	11.550	2.310
	"55-59 years"	"55-59"	"Iowa"	"19"	"2016"	"2016"	29	217406	13.339	2.477
	"55-59 years"	"55-59"	"Iowa"	"19"	"2017"	"2017"	22	216092	10.181	2.171
	"55-59 years"	"55-59"	"Iowa"	"19"	"2018"	"2018"	22	213883	10.286	2.193
	"55-59 years"	"55-59"	"Kansas"	"20"	"1999"	"1999"	18	118900	15.139	3.568
	"55-59 years"	"55-59"	"Kansas"	"20"	"2001"	"2001"	20	125198	15.975	3.572
	"55-59 years"	"55-59"	"Kansas"	"20"	"2003"	"2003"	18	142209	12.657	2.983
	"55-59 years"	"55-59"	"Kansas"	"20"	"2004"	"2004"	16	149143	10.728	2.682
	"55-59 years"	"55-59"	"Kansas"	"20"	"2005"	"2005"	18	157780	11.408	2.689
	"55-59 years"	"55-59"	"Kansas"	"20"	"2008"	"2008"	16	172798	9.259	2.315
	"55-59 years"	"55-59"	"Kansas"	"20"	"2010"	"2010"	16	183627	8.713	2.178
	"55-59 years"	"55-59"	"Kansas"	"20"	"2011"	"2011"	26	187292	13.882	2.722
	"55-59 years"	"55-59"	"Kansas"	"20"	"2014"	"2014"	16	194485	8.227	2.057
	"55-59 years"	"55-59"	"Kansas"	"20"	"2017"	"2017"	20	193413	10.341	2.312
	"55-59 years"	"55-59"	"Kansas"	"20"	"2018"	"2018"	22	191542	11.486	2.449
	"55-59 years"	"55-59"	"Kentucky"	"21"	"1999"	"1999"	20	199700	10.015	2.239
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2000"	"2000"	18	205915	8.741	2.060
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2001"	"2001"	21	209278	10.034	2.190
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2002"	"2002"	19	225926	8.410	1.929
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2003"	"2003"	25	235622	10.610	2.122
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2004"	"2004"	17	247717	6.863	1.664
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2005"	"2005"	25	260877	9.583	1.917
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2006"	"2006"	19	274714	6.916	1.587
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2007"	"2007"	24	274363	8.748	1.786
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2008"	"2008"	26	279013	9.319	1.828
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2009"	"2009"	24	283002	8.481	1.731
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2010"	"2010"	29	289654	10.012	1.859
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2011"	"2011"	21	294790	7.124	1.555
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2012"	"2012"	29	299993	9.667	1.795
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2013"	"2013"	29	304889	9.512	1.766
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2014"	"2014"	32	307253	10.415	1.841
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2015"	"2015"	26	308919	8.416	1.651
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2016"	"2016"	30	310181	9.672	1.766
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2017"	"2017"	28	309208	9.055	1.711
	"55-59 years"	"55-59"	"Kentucky"	"21"	"2018"	"2018"	25	307551	8.129	1.626
	"55-59 years"	"55-59"	"Louisiana"	"22"	"1999"	"1999"	18	204008	8.823	2.080
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2000"	"2000"	18	209857	8.577	2.022
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2003"	"2003"	27	241293	11.190	2.153
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2004"	"2004"	26	253241	10.267	2.014
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2005"	"2005"	32	260183	12.299	2.174
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2007"	"2007"	22	270966	8.119	1.731
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2008"	"2008"	22	277450	7.929	1.691
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2009"	"2009"	22	285992	7.693	1.640
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2010"	"2010"	30	294727	10.179	1.858
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2011"	"2011"	25	301426	8.294	1.659
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2012"	"2012"	25	308222	8.111	1.622
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2013"	"2013"	17	313267	5.427	1.316
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2014"	"2014"	27	315632	8.554	1.646
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2015"	"2015"	26	317549	8.188	1.606
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2016"	"2016"	27	317781	8.496	1.635
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2017"	"2017"	33	315169	10.471	1.823
	"55-59 years"	"55-59"	"Louisiana"	"22"	"2018"	"2018"	23	312227	7.366	1.536
	"55-59 years"	"55-59"	"Maryland"	"24"	"1999"	"1999"	19	260362	7.298	1.674
	"55-59 years"	"55-59"	"Maryland"	"24"	"2000"	"2000"	24	270584	8.870	1.811
	"55-59 years"	"55-59"	"Maryland"	"24"	"2001"	"2001"	29	278863	10.399	1.931
	"55-59 years"	"55-59"	"Maryland"	"24"	"2002"	"2002"	19	302815	6.274	1.439
	"55-59 years"	"55-59"	"Maryland"	"24"	"2003"	"2003"	20	315867	6.332	1.416
	"55-59 years"	"55-59"	"Maryland"	"24"	"2005"	"2005"	19	345383	5.501	1.262
	"55-59 years"	"55-59"	"Maryland"	"24"	"2006"	"2006"	32	360392	8.879	1.570
	"55-59 years"	"55-59"	"Maryland"	"24"	"2007"	"2007"	28	356694	7.850	1.483
	"55-59 years"	"55-59"	"Maryland"	"24"	"2008"	"2008"	24	361613	6.637	1.355
	"55-59 years"	"55-59"	"Maryland"	"24"	"2009"	"2009"	39	369657	10.550	1.689
	"55-59 years"	"55-59"	"Maryland"	"24"	"2010"	"2010"	26	380547	6.832	1.340
	"55-59 years"	"55-59"	"Maryland"	"24"	"2011"	"2011"	31	390127	7.946	1.427
	"55-59 years"	"55-59"	"Maryland"	"24"	"2012"	"2012"	31	401644	7.718	1.386
	"55-59 years"	"55-59"	"Maryland"	"24"	"2013"	"2013"	40	411146	9.729	1.538
	"55-59 years"	"55-59"	"Maryland"	"24"	"2014"	"2014"	36	419264	8.586	1.431
	"55-59 years"	"55-59"	"Maryland"	"24"	"2015"	"2015"	32	425876	7.514	1.328
	"55-59 years"	"55-59"	"Maryland"	"24"	"2016"	"2016"	37	430737	8.590	1.412
	"55-59 years"	"55-59"	"Maryland"	"24"	"2017"	"2017"	36	432030	8.333	1.389
	"55-59 years"	"55-59"	"Maryland"	"24"	"2018"	"2018"	30	432155	6.942	1.267
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"1999"	"1999"	23	299408	7.682	1.602
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2000"	"2000"	27	312133	8.650	1.665
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2001"	"2001"	23	322304	7.136	1.488
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2002"	"2002"	34	350766	9.693	1.662
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2003"	"2003"	31	363125	8.537	1.533
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2004"	"2004"	35	378338	9.251	1.564
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2005"	"2005"	28	394370	7.100	1.342
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2006"	"2006"	31	411603	7.532	1.353
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2007"	"2007"	36	407031	8.845	1.474
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2008"	"2008"	26	414285	6.276	1.231
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2009"	"2009"	46	423739	10.856	1.601
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2010"	"2010"	50	435742	11.475	1.623
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2011"	"2011"	41	446456	9.183	1.434
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2012"	"2012"	21	459197	4.573	0.998
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2013"	"2013"	40	470580	8.500	1.344
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2014"	"2014"	48	479539	10.010	1.445
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2015"	"2015"	40	486248	8.226	1.301
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2016"	"2016"	49	491457	9.970	1.424
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2017"	"2017"	43	492575	8.730	1.331
	"55-59 years"	"55-59"	"Massachusetts"	"25"	"2018"	"2018"	32	491782	6.507	1.150
	"55-59 years"	"55-59"	"Michigan"	"26"	"1999"	"1999"	32	474708	6.741	1.192
	"55-59 years"	"55-59"	"Michigan"	"26"	"2000"	"2000"	42	488954	8.590	1.325
	"55-59 years"	"55-59"	"Michigan"	"26"	"2001"	"2001"	51	499424	10.212	1.430
	"55-59 years"	"55-59"	"Michigan"	"26"	"2002"	"2002"	38	536568	7.082	1.149
	"55-59 years"	"55-59"	"Michigan"	"26"	"2003"	"2003"	52	554493	9.378	1.300
	"55-59 years"	"55-59"	"Michigan"	"26"	"2004"	"2004"	45	580661	7.750	1.155
	"55-59 years"	"55-59"	"Michigan"	"26"	"2005"	"2005"	52	610982	8.511	1.180
	"55-59 years"	"55-59"	"Michigan"	"26"	"2006"	"2006"	63	643295	9.793	1.234
	"55-59 years"	"55-59"	"Michigan"	"26"	"2007"	"2007"	50	644997	7.752	1.096
	"55-59 years"	"55-59"	"Michigan"	"26"	"2008"	"2008"	58	656317	8.837	1.160
	"55-59 years"	"55-59"	"Michigan"	"26"	"2009"	"2009"	48	670915	7.154	1.033
	"55-59 years"	"55-59"	"Michigan"	"26"	"2010"	"2010"	61	686750	8.882	1.137
	"55-59 years"	"55-59"	"Michigan"	"26"	"2011"	"2011"	59	700012	8.428	1.097
	"55-59 years"	"55-59"	"Michigan"	"26"	"2012"	"2012"	61	714593	8.536	1.093
	"55-59 years"	"55-59"	"Michigan"	"26"	"2013"	"2013"	59	727062	8.115	1.056
	"55-59 years"	"55-59"	"Michigan"	"26"	"2014"	"2014"	72	732162	9.834	1.159
	"55-59 years"	"55-59"	"Michigan"	"26"	"2015"	"2015"	59	733589	8.043	1.047
	"55-59 years"	"55-59"	"Michigan"	"26"	"2016"	"2016"	67	732989	9.141	1.117
	"55-59 years"	"55-59"	"Michigan"	"26"	"2017"	"2017"	62	725220	8.549	1.086
	"55-59 years"	"55-59"	"Michigan"	"26"	"2018"	"2018"	52	716046	7.262	1.007
	"55-59 years"	"55-59"	"Minnesota"	"27"	"1999"	"1999"	31	220470	14.061	2.525
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2000"	"2000"	31	228635	13.559	2.435
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2001"	"2001"	27	234413	11.518	2.217
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2002"	"2002"	28	254100	11.019	2.082
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2003"	"2003"	32	264545	12.096	2.138
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2004"	"2004"	22	278483	7.900	1.684
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2006"	"2006"	20	313828	6.373	1.425
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2007"	"2007"	32	319248	10.024	1.772
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2008"	"2008"	27	329500	8.194	1.577
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2009"	"2009"	22	341449	6.443	1.374
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2010"	"2010"	37	352058	10.510	1.728
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2011"	"2011"	25	360818	6.929	1.386
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2012"	"2012"	33	369153	8.939	1.556
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2013"	"2013"	29	377445	7.683	1.427
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2014"	"2014"	26	384013	6.771	1.328
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2015"	"2015"	32	390728	8.190	1.448
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2016"	"2016"	25	396218	6.310	1.262
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2017"	"2017"	47	396743	11.846	1.728
	"55-59 years"	"55-59"	"Minnesota"	"27"	"2018"	"2018"	48	394959	12.153	1.754
	"55-59 years"	"55-59"	"Mississippi"	"28"	"1999"	"1999"	18	129504	13.899	3.276
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2001"	"2001"	16	135972	11.767	2.942
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2003"	"2003"	17	153189	11.097	2.692
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2004"	"2004"	20	160542	12.458	2.786
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2009"	"2009"	19	183055	10.379	2.381
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2011"	"2011"	21	191067	10.991	2.398
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2012"	"2012"	30	194995	15.385	2.809
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2014"	"2014"	19	199214	9.537	2.188
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2015"	"2015"	23	200011	11.499	2.398
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2016"	"2016"	16	200648	7.974	1.994
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2017"	"2017"	19	199626	9.518	2.184
	"55-59 years"	"55-59"	"Mississippi"	"28"	"2018"	"2018"	20	198599	10.071	2.252
	"55-59 years"	"55-59"	"Missouri"	"29"	"1999"	"1999"	28	272809	10.264	1.940
	"55-59 years"	"55-59"	"Missouri"	"29"	"2000"	"2000"	23	281080	8.183	1.706
	"55-59 years"	"55-59"	"Missouri"	"29"	"2001"	"2001"	31	285526	10.857	1.950
	"55-59 years"	"55-59"	"Missouri"	"29"	"2002"	"2002"	18	305877	5.885	1.387
	"55-59 years"	"55-59"	"Missouri"	"29"	"2003"	"2003"	17	316630	5.369	1.302
	"55-59 years"	"55-59"	"Missouri"	"29"	"2004"	"2004"	32	329754	9.704	1.715
	"55-59 years"	"55-59"	"Missouri"	"29"	"2005"	"2005"	33	345748	9.545	1.661
	"55-59 years"	"55-59"	"Missouri"	"29"	"2006"	"2006"	38	364625	10.422	1.691
	"55-59 years"	"55-59"	"Missouri"	"29"	"2007"	"2007"	36	365881	9.839	1.640
	"55-59 years"	"55-59"	"Missouri"	"29"	"2008"	"2008"	28	372594	7.515	1.420
	"55-59 years"	"55-59"	"Missouri"	"29"	"2009"	"2009"	29	382036	7.591	1.410
	"55-59 years"	"55-59"	"Missouri"	"29"	"2010"	"2010"	25	392587	6.368	1.274
	"55-59 years"	"55-59"	"Missouri"	"29"	"2011"	"2011"	36	400765	8.983	1.497
	"55-59 years"	"55-59"	"Missouri"	"29"	"2012"	"2012"	42	410626	10.228	1.578
	"55-59 years"	"55-59"	"Missouri"	"29"	"2013"	"2013"	32	418376	7.649	1.352
	"55-59 years"	"55-59"	"Missouri"	"29"	"2014"	"2014"	35	423730	8.260	1.396
	"55-59 years"	"55-59"	"Missouri"	"29"	"2015"	"2015"	43	428935	10.025	1.529
	"55-59 years"	"55-59"	"Missouri"	"29"	"2016"	"2016"	40	432825	9.242	1.461
	"55-59 years"	"55-59"	"Missouri"	"29"	"2017"	"2017"	45	431842	10.420	1.553
	"55-59 years"	"55-59"	"Missouri"	"29"	"2018"	"2018"	44	429897	10.235	1.543
	"55-59 years"	"55-59"	"Nebraska"	"31"	"2017"	"2017"	16	126217	12.677	3.169
	"55-59 years"	"55-59"	"Nevada"	"32"	"2006"	"2006"	16	157941	10.130	2.533
	"55-59 years"	"55-59"	"Nevada"	"32"	"2012"	"2012"	17	173405	9.804	2.378
	"55-59 years"	"55-59"	"Nevada"	"32"	"2016"	"2016"	17	187363	9.073	2.201
	"55-59 years"	"55-59"	"Nevada"	"32"	"2017"	"2017"	16	190511	8.398	2.100
	"55-59 years"	"55-59"	"Nevada"	"32"	"2018"	"2018"	17	193814	8.771	2.127
	"55-59 years"	"55-59"	"New Jersey"	"34"	"1999"	"1999"	26	412789	6.299	1.235
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2000"	"2000"	28	426133	6.571	1.242
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2001"	"2001"	21	438790	4.786	1.044
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2002"	"2002"	28	472550	5.925	1.120
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2003"	"2003"	25	485454	5.150	1.030
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2004"	"2004"	40	502481	7.960	1.259
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2005"	"2005"	43	523117	8.220	1.254
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2006"	"2006"	34	541278	6.281	1.077
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2007"	"2007"	32	533290	6.000	1.061
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2008"	"2008"	32	539846	5.928	1.048
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2009"	"2009"	46	553975	8.304	1.224
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2010"	"2010"	40	569956	7.018	1.110
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2011"	"2011"	35	586263	5.970	1.009
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2012"	"2012"	47	604617	7.774	1.134
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2013"	"2013"	47	620561	7.574	1.105
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2014"	"2014"	61	632578	9.643	1.235
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2015"	"2015"	54	641507	8.418	1.146
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2016"	"2016"	56	647177	8.653	1.156
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2017"	"2017"	40	646962	6.183	0.978
	"55-59 years"	"55-59"	"New Jersey"	"34"	"2018"	"2018"	55	645196	8.525	1.149
	"55-59 years"	"55-59"	"New Mexico"	"35"	"2017"	"2017"	17	140523	12.098	2.934
	"55-59 years"	"55-59"	"New York"	"36"	"1999"	"1999"	83	913115	9.090	0.998
	"55-59 years"	"55-59"	"New York"	"36"	"2000"	"2000"	74	937243	7.895	0.918
	"55-59 years"	"55-59"	"New York"	"36"	"2001"	"2001"	63	961533	6.552	0.825
	"55-59 years"	"55-59"	"New York"	"36"	"2002"	"2002"	73	1031712	7.076	0.828
	"55-59 years"	"55-59"	"New York"	"36"	"2003"	"2003"	76	1063571	7.146	0.820
	"55-59 years"	"55-59"	"New York"	"36"	"2004"	"2004"	71	1107453	6.411	0.761
	"55-59 years"	"55-59"	"New York"	"36"	"2005"	"2005"	84	1156512	7.263	0.792
	"55-59 years"	"55-59"	"New York"	"36"	"2006"	"2006"	88	1199399	7.337	0.782
	"55-59 years"	"55-59"	"New York"	"36"	"2007"	"2007"	95	1187485	8.000	0.821
	"55-59 years"	"55-59"	"New York"	"36"	"2008"	"2008"	73	1201432	6.076	0.711
	"55-59 years"	"55-59"	"New York"	"36"	"2009"	"2009"	79	1219492	6.478	0.729
	"55-59 years"	"55-59"	"New York"	"36"	"2010"	"2010"	79	1244074	6.350	0.714
	"55-59 years"	"55-59"	"New York"	"36"	"2011"	"2011"	87	1269942	6.851	0.734
	"55-59 years"	"55-59"	"New York"	"36"	"2012"	"2012"	86	1300656	6.612	0.713
	"55-59 years"	"55-59"	"New York"	"36"	"2013"	"2013"	107	1327749	8.059	0.779
	"55-59 years"	"55-59"	"New York"	"36"	"2014"	"2014"	118	1347859	8.755	0.806
	"55-59 years"	"55-59"	"New York"	"36"	"2015"	"2015"	83	1364541	6.083	0.668
	"55-59 years"	"55-59"	"New York"	"36"	"2016"	"2016"	100	1371217	7.293	0.729
	"55-59 years"	"55-59"	"New York"	"36"	"2017"	"2017"	99	1364725	7.254	0.729
	"55-59 years"	"55-59"	"New York"	"36"	"2018"	"2018"	95	1357439	6.998	0.718
	"55-59 years"	"55-59"	"North Carolina"	"37"	"1999"	"1999"	45	388238	11.591	1.728
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2000"	"2000"	47	403424	11.650	1.699
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2001"	"2001"	42	418652	10.032	1.548
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2002"	"2002"	36	456119	7.893	1.315
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2003"	"2003"	44	480425	9.159	1.381
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2004"	"2004"	37	505021	7.326	1.204
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2005"	"2005"	48	533349	9.000	1.299
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2006"	"2006"	43	561222	7.662	1.168
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2007"	"2007"	35	568145	6.160	1.041
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2008"	"2008"	38	576896	6.587	1.069
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2009"	"2009"	35	590908	5.923	1.001
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2010"	"2010"	46	605232	7.600	1.121
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2011"	"2011"	39	619987	6.290	1.007
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2012"	"2012"	52	635481	8.183	1.135
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2013"	"2013"	53	648903	8.168	1.122
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2014"	"2014"	53	659048	8.042	1.105
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2015"	"2015"	46	671105	6.854	1.011
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2016"	"2016"	49	681912	7.186	1.027
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2017"	"2017"	47	688891	6.823	0.995
	"55-59 years"	"55-59"	"North Carolina"	"37"	"2018"	"2018"	49	695609	7.044	1.006
	"55-59 years"	"55-59"	"Ohio"	"39"	"1999"	"1999"	55	546215	10.069	1.358
	"55-59 years"	"55-59"	"Ohio"	"39"	"2000"	"2000"	44	556612	7.905	1.192
	"55-59 years"	"55-59"	"Ohio"	"39"	"2001"	"2001"	44	563216	7.812	1.178
	"55-59 years"	"55-59"	"Ohio"	"39"	"2002"	"2002"	62	609320	10.175	1.292
	"55-59 years"	"55-59"	"Ohio"	"39"	"2003"	"2003"	47	633720	7.417	1.082
	"55-59 years"	"55-59"	"Ohio"	"39"	"2004"	"2004"	49	668730	7.327	1.047
	"55-59 years"	"55-59"	"Ohio"	"39"	"2005"	"2005"	54	708188	7.625	1.038
	"55-59 years"	"55-59"	"Ohio"	"39"	"2006"	"2006"	77	747833	10.296	1.173
	"55-59 years"	"55-59"	"Ohio"	"39"	"2007"	"2007"	64	745347	8.587	1.073
	"55-59 years"	"55-59"	"Ohio"	"39"	"2008"	"2008"	76	757215	10.037	1.151
	"55-59 years"	"55-59"	"Ohio"	"39"	"2009"	"2009"	61	772279	7.899	1.011
	"55-59 years"	"55-59"	"Ohio"	"39"	"2010"	"2010"	59	791429	7.455	0.971
	"55-59 years"	"55-59"	"Ohio"	"39"	"2011"	"2011"	74	806760	9.172	1.066
	"55-59 years"	"55-59"	"Ohio"	"39"	"2012"	"2012"	66	824096	8.009	0.986
	"55-59 years"	"55-59"	"Ohio"	"39"	"2013"	"2013"	69	839502	8.219	0.989
	"55-59 years"	"55-59"	"Ohio"	"39"	"2014"	"2014"	81	846853	9.565	1.063
	"55-59 years"	"55-59"	"Ohio"	"39"	"2015"	"2015"	67	848241	7.899	0.965
	"55-59 years"	"55-59"	"Ohio"	"39"	"2016"	"2016"	74	847445	8.732	1.015
	"55-59 years"	"55-59"	"Ohio"	"39"	"2017"	"2017"	78	835842	9.332	1.057
	"55-59 years"	"55-59"	"Ohio"	"39"	"2018"	"2018"	84	821005	10.231	1.116
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"1999"	"1999"	22	169020	13.016	2.775
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2002"	"2002"	17	189534	8.969	2.175
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2003"	"2003"	20	196449	10.181	2.276
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2004"	"2004"	16	203186	7.875	1.969
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2005"	"2005"	17	211190	8.050	1.952
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2006"	"2006"	17	221709	7.668	1.860
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2007"	"2007"	18	220985	8.145	1.920
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2010"	"2010"	25	237573	10.523	2.105
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2011"	"2011"	29	242437	11.962	2.221
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2012"	"2012"	17	247922	6.857	1.663
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2013"	"2013"	21	251979	8.334	1.819
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2014"	"2014"	28	253442	11.048	2.088
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2015"	"2015"	29	255864	11.334	2.105
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2017"	"2017"	20	256008	7.812	1.747
	"55-59 years"	"55-59"	"Oklahoma"	"40"	"2018"	"2018"	36	254966	14.120	2.353
	"55-59 years"	"55-59"	"Oregon"	"41"	"1999"	"1999"	16	167191	9.570	2.392
	"55-59 years"	"55-59"	"Oregon"	"41"	"2000"	"2000"	17	174117	9.764	2.368
	"55-59 years"	"55-59"	"Oregon"	"41"	"2001"	"2001"	21	180935	11.606	2.533
	"55-59 years"	"55-59"	"Oregon"	"41"	"2002"	"2002"	26	199608	13.026	2.555
	"55-59 years"	"55-59"	"Oregon"	"41"	"2003"	"2003"	25	211297	11.832	2.366
	"55-59 years"	"55-59"	"Oregon"	"41"	"2004"	"2004"	26	223509	11.633	2.281
	"55-59 years"	"55-59"	"Oregon"	"41"	"2005"	"2005"	32	238622	13.410	2.371
	"55-59 years"	"55-59"	"Oregon"	"41"	"2006"	"2006"	19	254585	7.463	1.712
	"55-59 years"	"55-59"	"Oregon"	"41"	"2007"	"2007"	23	257289	8.939	1.864
	"55-59 years"	"55-59"	"Oregon"	"41"	"2008"	"2008"	22	263725	8.342	1.779
	"55-59 years"	"55-59"	"Oregon"	"41"	"2009"	"2009"	19	270690	7.019	1.610
