"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Age-Adjusted Rate
	"Brain and Other Nervous System"	"31010-31040"	"2015"	"2015"	"Wyoming"	"56"	37	585613	5.478
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Alabama"	"01"	311	4863525	5.406
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Alaska"	"02"	39	741456	5.424
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Arizona"	"04"	343	6941072	4.138
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Arkansas"	"05"	181	2989918	5.021
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"California"	"06"	1887	39167117	4.509
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Colorado"	"08"	275	5539215	4.506
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Connecticut"	"09"	203	3578141	4.626
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Delaware"	"10"	67	948921	5.624
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Florida"	"12"	1094	20613477	3.986
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Georgia"	"13"	473	10301890	4.293
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Hawaii"	"15"	62	1427559	3.608
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Idaho"	"16"	99	1682380	5.238
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Illinois"	"17"	626	12820527	4.299
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Indiana"	"18"	350	6634304	4.504
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Iowa"	"19"	197	3131371	5.229
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Kansas"	"20"	151	2910844	4.720
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Kentucky"	"21"	292	4438182	5.584
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Louisiana"	"22"	212	4678135	3.978
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Maine"	"23"	93	1331317	5.140
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Maryland"	"24"	266	6003323	3.904
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Massachusetts"	"25"	395	6823608	4.853
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Michigan"	"26"	601	9950571	4.922
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Minnesota"	"27"	304	5522744	4.703
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Mississippi"	"28"	166	2987938	4.759
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Missouri"	"29"	344	6087135	4.636
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Montana"	"30"	63	1040859	4.549
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Nebraska"	"31"	107	1905616	5.010
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Nevada"	"32"	164	2917563	4.848
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"New Hampshire"	"33"	93	1342307	5.656
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"New Jersey"	"34"	464	8870827	4.356
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"New Mexico"	"35"	89	2091630	3.581
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"New York"	"36"	926	19633428	3.970
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"North Carolina"	"37"	484	10154788	4.076
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"North Dakota"	"38"	29	754434	3.360
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Ohio"	"39"	684	11634370	4.779
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Oklahoma"	"40"	228	3926331	5.070
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Oregon"	"41"	211	4089976	4.084
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Pennsylvania"	"42"	770	12782275	4.815
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Rhode Island"	"44"	64	1056770	4.745
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"South Carolina"	"45"	298	4957968	4.924
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"South Dakota"	"46"	52	862996	5.032
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Tennessee"	"47"	364	6646010	4.734
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Texas"	"48"	1197	27914410	4.314
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Utah"	"49"	124	3041868	4.633
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Vermont"	"50"	34	623657	4.537
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Virginia"	"51"	420	8410106	4.365
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Washington"	"53"	428	7294771	5.148
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"West Virginia"	"54"	113	1831023	4.606
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Wisconsin"	"55"	343	5772628	4.811
	"Brain and Other Nervous System"	"31010-31040"	"2016"	"2016"	"Wyoming"	"56"	42	584215	6.315
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Alabama"	"01"	272	4874486	4.499
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Alaska"	"02"	33	739700	4.546
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Arizona"	"04"	344	7044008	4.077
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Arkansas"	"05"	159	3001345	4.349
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"California"	"06"	1801	39358497	4.142
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Colorado"	"08"	267	5611885	4.270
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Connecticut"	"09"	186	3573297	4.287
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Delaware"	"10"	51	956823	4.067
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"District of Columbia"	"11"	18	694906	2.474
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Florida"	"12"	1224	20963613	4.266
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Georgia"	"13"	458	10410330	4.140
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Hawaii"	"15"	52	1424393	2.927
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Idaho"	"16"	95	1717715	4.741
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Illinois"	"17"	611	12778828	4.078
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Indiana"	"18"	350	6658078	4.614
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Iowa"	"19"	176	3141550	4.560
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Kansas"	"20"	170	2908718	5.025
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Kentucky"	"21"	246	4452268	4.640
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Louisiana"	"22"	252	4670560	4.660
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Maine"	"23"	96	1334612	5.070
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Maryland"	"24"	278	6023868	4.047
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Massachusetts"	"25"	397	6859789	4.796
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Michigan"	"26"	566	9973114	4.516
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Minnesota"	"27"	307	5566230	4.755
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Mississippi"	"28"	156	2988510	4.276
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Missouri"	"29"	340	6106670	4.587
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Montana"	"30"	64	1052482	4.588
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Nebraska"	"31"	110	1915947	4.920
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Nevada"	"32"	173	2969905	5.046
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New Hampshire"	"33"	77	1348787	4.557
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New Jersey"	"34"	460	8885525	4.267
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New Mexico"	"35"	113	2091784	4.458
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"New York"	"36"	922	19589572	3.908
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"North Carolina"	"37"	517	10268233	4.341
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"North Dakota"	"38"	36	754942	4.234
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Ohio"	"39"	693	11659650	4.855
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Oklahoma"	"40"	215	3931316	4.754
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Oregon"	"41"	246	4143625	4.729
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Pennsylvania"	"42"	732	12787641	4.444
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Rhode Island"	"44"	72	1055673	5.270
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"South Carolina"	"45"	295	5021268	4.910
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"South Dakota"	"46"	59	872868	5.388
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Tennessee"	"47"	405	6708799	5.040
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Texas"	"48"	1169	28295273	4.122
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Utah"	"49"	126	3101042	4.665
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Vermont"	"50"	61	624344	7.432
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Virginia"	"51"	415	8463587	4.258
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Washington"	"53"	433	7423362	5.076
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"West Virginia"	"54"	117	1817004	4.872
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Wisconsin"	"55"	343	5790186	4.948
	"Brain and Other Nervous System"	"31010-31040"	"2017"	"2017"	"Wyoming"	"56"	46	578931	7.136
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Alabama"	"01"	298	4887681	4.915
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Alaska"	"02"	35	735139	4.664
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Arizona"	"04"	366	7158024	4.102
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Arkansas"	"05"	162	3009733	4.344
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"California"	"06"	1958	39461588	4.437
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Colorado"	"08"	258	5691287	4.158
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Connecticut"	"09"	196	3571520	4.361
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Delaware"	"10"	47	965479	3.717
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"District of Columbia"	"11"	30	701547	4.243
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Florida"	"12"	1201	21244317	4.092
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Georgia"	"13"	501	10511131	4.346
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Hawaii"	"15"	51	1420593	2.986
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Idaho"	"16"	100	1750536	5.004
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Illinois"	"17"	608	12723071	4.028
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Indiana"	"18"	358	6695497	4.597
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Iowa"	"19"	190	3148618	4.983
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Kansas"	"20"	178	2911359	5.144
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Kentucky"	"21"	265	4461153	4.880
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Louisiana"	"22"	218	4659690	4.045
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Maine"	"23"	112	1339057	5.875
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Maryland"	"24"	287	6035802	4.143
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Massachusetts"	"25"	376	6882635	4.433
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Michigan"	"26"	566	9984072	4.530
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Minnesota"	"27"	320	5606249	4.883
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Mississippi"	"28"	177	2981020	5.174
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Missouri"	"29"	327	6121623	4.331
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Montana"	"30"	66	1060665	5.099
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Nebraska"	"31"	111	1925614	5.082
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Nevada"	"32"	150	3027341	4.195
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"New Hampshire"	"33"	82	1353465	4.496
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"New Jersey"	"34"	454	8886025	4.193
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"New Mexico"	"35"	92	2092741	3.457
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"New York"	"36"	946	19530351	4.050
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"North Carolina"	"37"	510	10381615	4.139
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"North Dakota"	"38"	39	758080	4.611
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Ohio"	"39"	659	11676341	4.498
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Oklahoma"	"40"	237	3940235	5.254
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Oregon"	"41"	259	4181886	4.979
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Pennsylvania"	"42"	778	12800922	4.637
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Rhode Island"	"44"	58	1058287	4.278
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"South Carolina"	"45"	306	5084156	4.760
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"South Dakota"	"46"	49	878698	4.912
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Tennessee"	"47"	384	6771631	4.752
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Texas"	"48"	1209	28628666	4.129
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Utah"	"49"	131	3153550	4.569
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Vermont"	"50"	42	624358	4.910
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Virginia"	"51"	445	8501286	4.423
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Washington"	"53"	433	7523869	5.045
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"West Virginia"	"54"	111	1804291	4.299
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Wisconsin"	"55"	355	5807406	4.911
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"Wyoming"	"56"	35	577601	5.103
	"Breast"	"26000"	"1999"	"1999"	"Alabama"	"01"	660	4430141	14.780
	"Breast"	"26000"	"1999"	"1999"	"Alaska"	"02"	42	624779	10.435
	"Breast"	"26000"	"1999"	"1999"	"Arizona"	"04"	693	5023823	14.109
	"Breast"	"26000"	"1999"	"1999"	"Arkansas"	"05"	405	2651860	14.401
	"Breast"	"26000"	"1999"	"1999"	"California"	"06"	4086	33499204	14.079
	"Breast"	"26000"	"1999"	"1999"	"Colorado"	"08"	489	4226018	13.915
	"Breast"	"26000"	"1999"	"1999"	"Connecticut"	"09"	549	3386401	14.867
	"Breast"	"26000"	"1999"	"1999"	"Delaware"	"10"	121	774990	15.737
	"Breast"	"26000"	"1999"	"1999"	"District of Columbia"	"11"	118	570213	21.328
	"Breast"	"26000"	"1999"	"1999"	"Florida"	"12"	2604	15759421	13.540
	"Breast"	"26000"	"1999"	"1999"	"Georgia"	"13"	1016	8045965	15.064
	"Breast"	"26000"	"1999"	"1999"	"Hawaii"	"15"	140	1210300	11.382
	"Breast"	"26000"	"1999"	"1999"	"Idaho"	"16"	172	1275674	14.818
	"Breast"	"26000"	"1999"	"1999"	"Illinois"	"17"	2030	12359020	17.058
	"Breast"	"26000"	"1999"	"1999"	"Indiana"	"18"	914	6044969	15.433
	"Breast"	"26000"	"1999"	"1999"	"Iowa"	"19"	481	2917634	14.570
	"Breast"	"26000"	"1999"	"1999"	"Kansas"	"20"	392	2678338	14.280
	"Breast"	"26000"	"1999"	"1999"	"Kentucky"	"21"	603	4018053	15.119
	"Breast"	"26000"	"1999"	"1999"	"Louisiana"	"22"	692	4460811	16.897
	"Breast"	"26000"	"1999"	"1999"	"Maine"	"23"	219	1266808	15.517
	"Breast"	"26000"	"1999"	"1999"	"Maryland"	"24"	798	5254509	16.178
	"Breast"	"26000"	"1999"	"1999"	"Massachusetts"	"25"	1051	6317345	15.744
	"Breast"	"26000"	"1999"	"1999"	"Michigan"	"26"	1547	9897116	16.056
	"Breast"	"26000"	"1999"	"1999"	"Minnesota"	"27"	674	4873481	14.020
	"Breast"	"26000"	"1999"	"1999"	"Mississippi"	"28"	430	2828408	16.018
	"Breast"	"26000"	"1999"	"1999"	"Missouri"	"29"	866	5561948	14.835
	"Breast"	"26000"	"1999"	"1999"	"Montana"	"30"	125	897507	13.096
	"Breast"	"26000"	"1999"	"1999"	"Nebraska"	"31"	254	1704764	13.945
	"Breast"	"26000"	"1999"	"1999"	"Nevada"	"32"	246	1934718	14.386
	"Breast"	"26000"	"1999"	"1999"	"New Hampshire"	"33"	187	1222014	15.581
	"Breast"	"26000"	"1999"	"1999"	"New Jersey"	"34"	1450	8359592	16.736
	"Breast"	"26000"	"1999"	"1999"	"New Mexico"	"35"	217	1808082	13.054
	"Breast"	"26000"	"1999"	"1999"	"New York"	"36"	3168	18882725	16.572
	"Breast"	"26000"	"1999"	"1999"	"North Carolina"	"37"	1175	7949361	15.380
	"Breast"	"26000"	"1999"	"1999"	"North Dakota"	"38"	114	644259	15.200
	"Breast"	"26000"	"1999"	"1999"	"Ohio"	"39"	1973	11335454	16.939
	"Breast"	"26000"	"1999"	"1999"	"Oklahoma"	"40"	523	3437147	14.898
	"Breast"	"26000"	"1999"	"1999"	"Oregon"	"41"	514	3393941	14.765
	"Breast"	"26000"	"1999"	"1999"	"Pennsylvania"	"42"	2410	12263805	17.002
	"Breast"	"26000"	"1999"	"1999"	"Rhode Island"	"44"	180	1040402	15.430
	"Breast"	"26000"	"1999"	"1999"	"South Carolina"	"45"	608	3974682	15.893
	"Breast"	"26000"	"1999"	"1999"	"South Dakota"	"46"	111	750412	13.263
	"Breast"	"26000"	"1999"	"1999"	"Tennessee"	"47"	844	5638706	15.077
	"Breast"	"26000"	"1999"	"1999"	"Texas"	"48"	2428	20558220	14.262
	"Breast"	"26000"	"1999"	"1999"	"Utah"	"49"	185	2203482	11.888
	"Breast"	"26000"	"1999"	"1999"	"Vermont"	"50"	91	604683	14.628
	"Breast"	"26000"	"1999"	"1999"	"Virginia"	"51"	1014	7000174	15.556
	"Breast"	"26000"	"1999"	"1999"	"Washington"	"53"	733	5842564	13.449
	"Breast"	"26000"	"1999"	"1999"	"West Virginia"	"54"	291	1811799	14.011
	"Breast"	"26000"	"1999"	"1999"	"Wisconsin"	"55"	835	5332666	15.146
	"Breast"	"26000"	"1999"	"1999"	"Wyoming"	"56"	60	491780	13.075
	"Breast"	"26000"	"2000"	"2000"	"Alabama"	"01"	697	4452173	15.346
	"Breast"	"26000"	"2000"	"2000"	"Alaska"	"02"	61	627963	14.339
	"Breast"	"26000"	"2000"	"2000"	"Arizona"	"04"	725	5160586	14.358
	"Breast"	"26000"	"2000"	"2000"	"Arkansas"	"05"	381	2678588	13.314
	"Breast"	"26000"	"2000"	"2000"	"California"	"06"	4283	33987977	14.364
	"Breast"	"26000"	"2000"	"2000"	"Colorado"	"08"	481	4326921	13.090
	"Breast"	"26000"	"2000"	"2000"	"Connecticut"	"09"	543	3411777	14.594
	"Breast"	"26000"	"2000"	"2000"	"Delaware"	"10"	140	786373	17.770
	"Breast"	"26000"	"2000"	"2000"	"District of Columbia"	"11"	96	572046	17.021
	"Breast"	"26000"	"2000"	"2000"	"Florida"	"12"	2684	16047515	13.618
	"Breast"	"26000"	"2000"	"2000"	"Georgia"	"13"	1017	8227303	14.825
	"Breast"	"26000"	"2000"	"2000"	"Hawaii"	"15"	120	1213519	9.558
	"Breast"	"26000"	"2000"	"2000"	"Idaho"	"16"	179	1299430	14.934
	"Breast"	"26000"	"2000"	"2000"	"Illinois"	"17"	2067	12434161	17.163
	"Breast"	"26000"	"2000"	"2000"	"Indiana"	"18"	977	6091866	16.271
	"Breast"	"26000"	"2000"	"2000"	"Iowa"	"19"	453	2929067	13.473
	"Breast"	"26000"	"2000"	"2000"	"Kansas"	"20"	434	2693681	15.546
	"Breast"	"26000"	"2000"	"2000"	"Kentucky"	"21"	607	4049021	14.991
	"Breast"	"26000"	"2000"	"2000"	"Louisiana"	"22"	732	4471885	17.639
	"Breast"	"26000"	"2000"	"2000"	"Maine"	"23"	198	1277072	13.755
	"Breast"	"26000"	"2000"	"2000"	"Maryland"	"24"	803	5311034	16.017
	"Breast"	"26000"	"2000"	"2000"	"Massachusetts"	"25"	1065	6361104	15.678
	"Breast"	"26000"	"2000"	"2000"	"Michigan"	"26"	1511	9952450	15.470
	"Breast"	"26000"	"2000"	"2000"	"Minnesota"	"27"	741	4933692	15.176
	"Breast"	"26000"	"2000"	"2000"	"Mississippi"	"28"	468	2848353	17.188
