"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Indiana"	"18"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	23	6196638	0.371
	"Indiana"	"18"	"2004"	"2004"	"Respiratory System"	"22010-22060"	5387	6233007	85.335
	"Indiana"	"18"	"2004"	"2004"	"Lung and Bronchus"	"22030"	5014	6233007	79.544
	"Indiana"	"18"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	450	6233007	7.180
	"Indiana"	"18"	"2004"	"2004"	"Brain"	"31010"	429	6233007	6.839
	"Indiana"	"18"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	21	6233007	0.341
	"Indiana"	"18"	"2005"	"2005"	"Respiratory System"	"22010-22060"	5551	6278616	86.647
	"Indiana"	"18"	"2005"	"2005"	"Lung and Bronchus"	"22030"	5170	6278616	80.846
	"Indiana"	"18"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	438	6278616	6.854
	"Indiana"	"18"	"2005"	"2005"	"Brain"	"31010"	399	6278616	6.231
	"Indiana"	"18"	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	39	6278616	0.623
	"Indiana"	"18"	"2006"	"2006"	"Respiratory System"	"22010-22060"	5749	6332669	88.584
	"Indiana"	"18"	"2006"	"2006"	"Lung and Bronchus"	"22030"	5378	6332669	83.035
	"Indiana"	"18"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	487	6332669	7.515
	"Indiana"	"18"	"2006"	"2006"	"Brain"	"31010"	458	6332669	7.049
	"Indiana"	"18"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	29	6332669	0.466
	"Indiana"	"18"	"2007"	"2007"	"Respiratory System"	"22010-22060"	5706	6379599	85.882
	"Indiana"	"18"	"2007"	"2007"	"Lung and Bronchus"	"22030"	5337	6379599	80.478
	"Indiana"	"18"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	488	6379599	7.478
	"Indiana"	"18"	"2007"	"2007"	"Brain"	"31010"	452	6379599	6.923
	"Indiana"	"18"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	36	6379599	0.555
	"Indiana"	"18"	"2008"	"2008"	"Respiratory System"	"22010-22060"	5816	6424806	85.842
	"Indiana"	"18"	"2008"	"2008"	"Lung and Bronchus"	"22030"	5442	6424806	80.408
	"Indiana"	"18"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	514	6424806	7.704
	"Indiana"	"18"	"2008"	"2008"	"Brain"	"31010"	475	6424806	7.110
	"Indiana"	"18"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	39	6424806	0.594
	"Indiana"	"18"	"2009"	"2009"	"Respiratory System"	"22010-22060"	5774	6459325	83.521
	"Indiana"	"18"	"2009"	"2009"	"Lung and Bronchus"	"22030"	5394	6459325	78.140
	"Indiana"	"18"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	436	6459325	6.413
	"Indiana"	"18"	"2009"	"2009"	"Brain"	"31010"	408	6459325	5.994
	"Indiana"	"18"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	28	6459325	0.419
	"Indiana"	"18"	"2010"	"2010"	"Respiratory System"	"22010-22060"	5704	6490432	81.188
	"Indiana"	"18"	"2010"	"2010"	"Lung and Bronchus"	"22030"	5312	6490432	75.774
	"Indiana"	"18"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	502	6490432	7.429
	"Indiana"	"18"	"2010"	"2010"	"Brain"	"31010"	474	6490432	6.997
	"Indiana"	"18"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	28	6490432	0.432
	"Indiana"	"18"	"2011"	"2011"	"Respiratory System"	"22010-22060"	5830	6516528	81.412
	"Indiana"	"18"	"2011"	"2011"	"Lung and Bronchus"	"22030"	5425	6516528	75.906
	"Indiana"	"18"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	493	6516528	7.126
	"Indiana"	"18"	"2011"	"2011"	"Brain"	"31010"	462	6516528	6.652
	"Indiana"	"18"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	31	6516528	0.475
	"Indiana"	"18"	"2012"	"2012"	"Respiratory System"	"22010-22060"	5721	6537703	78.361
	"Indiana"	"18"	"2012"	"2012"	"Lung and Bronchus"	"22030"	5347	6537703	73.328
	"Indiana"	"18"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	471	6537703	6.916
	"Indiana"	"18"	"2012"	"2012"	"Brain"	"31010"	441	6537703	6.444
	"Indiana"	"18"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	30	6537703	0.472
	"Indiana"	"18"	"2013"	"2013"	"Respiratory System"	"22010-22060"	5972	6568713	80.205
	"Indiana"	"18"	"2013"	"2013"	"Lung and Bronchus"	"22030"	5570	6568713	74.857
	"Indiana"	"18"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	476	6568713	6.689
	"Indiana"	"18"	"2013"	"2013"	"Brain"	"31010"	446	6568713	6.280
	"Indiana"	"18"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	30	6568713	0.408
	"Indiana"	"18"	"2014"	"2014"	"Respiratory System"	"22010-22060"	5914	6593644	77.464
	"Indiana"	"18"	"2014"	"2014"	"Lung and Bronchus"	"22030"	5539	6593644	72.639
	"Indiana"	"18"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	471	6593644	6.630
	"Indiana"	"18"	"2014"	"2014"	"Brain"	"31010"	446	6593644	6.252
	"Indiana"	"18"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	25	6593644	0.378
	"Indiana"	"18"	"2015"	"2015"	"Respiratory System"	"22010-22060"	6233	6608422	80.376
	"Indiana"	"18"	"2015"	"2015"	"Lung and Bronchus"	"22030"	5849	6608422	75.502
	"Indiana"	"18"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	452	6608422	6.297
	"Indiana"	"18"	"2015"	"2015"	"Brain"	"31010"	424	6608422	5.868
	"Indiana"	"18"	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	28	6608422	0.429
	"Indiana"	"18"	"2016"	"2016"	"Respiratory System"	"22010-22060"	6155	6634304	77.802
	"Indiana"	"18"	"2016"	"2016"	"Lung and Bronchus"	"22030"	5789	6634304	73.233
	"Indiana"	"18"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	509	6634304	7.069
	"Indiana"	"18"	"2016"	"2016"	"Brain"	"31010"	487	6634304	6.764
	"Indiana"	"18"	"2016"	"2016"	"Cranial Nerves Other Nervous System"	"31040"	22	6634304	0.305
	"Indiana"	"18"	"2017"	"2017"	"Respiratory System"	"22010-22060"	5941	6658078	73.091
	"Indiana"	"18"	"2017"	"2017"	"Lung and Bronchus"	"22030"	5572	6658078	68.668
	"Indiana"	"18"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	468	6658078	6.461
	"Indiana"	"18"	"2017"	"2017"	"Brain"	"31010"	449	6658078	6.169
	"Indiana"	"18"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	19	6658078	0.291
	"Indiana"	"18"	"2018"	"2018"	"Respiratory System"	"22010-22060"	5390	6695497	64.346
	"Indiana"	"18"	"2018"	"2018"	"Lung and Bronchus"	"22030"	5032	6695497	60.072
	"Indiana"	"18"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	424	6695497	5.672
	"Indiana"	"18"	"2018"	"2018"	"Brain"	"31010"	400	6695497	5.328
	"Indiana"	"18"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	24	6695497	0.344
	"Iowa"	"19"	"1999"	"1999"	"Respiratory System"	"22010-22060"	2370	2917634	72.922
	"Iowa"	"19"	"1999"	"1999"	"Lung and Bronchus"	"22030"	2204	2917634	67.604
	"Iowa"	"19"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	209	2917634	6.710
	"Iowa"	"19"	"1999"	"1999"	"Brain"	"31010"	205	2917634	6.568
	"Iowa"	"19"	"2000"	"2000"	"Respiratory System"	"22010-22060"	2400	2929067	73.499
	"Iowa"	"19"	"2000"	"2000"	"Lung and Bronchus"	"22030"	2234	2929067	68.267
	"Iowa"	"19"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	225	2929067	7.401
	"Iowa"	"19"	"2000"	"2000"	"Brain"	"31010"	199	2929067	6.549
	"Iowa"	"19"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	26	2929067	0.852
	"Iowa"	"19"	"2001"	"2001"	"Respiratory System"	"22010-22060"	2344	2931997	71.287
	"Iowa"	"19"	"2001"	"2001"	"Lung and Bronchus"	"22030"	2191	2931997	66.433
	"Iowa"	"19"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	244	2931997	7.903
	"Iowa"	"19"	"2001"	"2001"	"Brain"	"31010"	228	2931997	7.363
	"Iowa"	"19"	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	16	2931997	0.540
	"Iowa"	"19"	"2002"	"2002"	"Respiratory System"	"22010-22060"	2390	2934234	72.183
	"Iowa"	"19"	"2002"	"2002"	"Lung and Bronchus"	"22030"	2228	2934234	67.157
	"Iowa"	"19"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	228	2934234	7.406
	"Iowa"	"19"	"2002"	"2002"	"Brain"	"31010"	219	2934234	7.095
	"Iowa"	"19"	"2003"	"2003"	"Respiratory System"	"22010-22060"	2521	2941999	75.567
	"Iowa"	"19"	"2003"	"2003"	"Lung and Bronchus"	"22030"	2346	2941999	70.200
	"Iowa"	"19"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	225	2941999	7.260
	"Iowa"	"19"	"2003"	"2003"	"Brain"	"31010"	208	2941999	6.696
	"Iowa"	"19"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	17	2941999	0.563
	"Iowa"	"19"	"2004"	"2004"	"Respiratory System"	"22010-22060"	2446	2953635	72.509
	"Iowa"	"19"	"2004"	"2004"	"Lung and Bronchus"	"22030"	2284	2953635	67.676
	"Iowa"	"19"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	234	2953635	7.469
	"Iowa"	"19"	"2004"	"2004"	"Brain"	"31010"	217	2953635	6.916
	"Iowa"	"19"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	17	2953635	0.553
	"Iowa"	"19"	"2005"	"2005"	"Respiratory System"	"22010-22060"	2591	2964454	75.939
	"Iowa"	"19"	"2005"	"2005"	"Lung and Bronchus"	"22030"	2421	2964454	70.868
	"Iowa"	"19"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	255	2964454	8.035
	"Iowa"	"19"	"2005"	"2005"	"Brain"	"31010"	242	2964454	7.607
	"Iowa"	"19"	"2006"	"2006"	"Respiratory System"	"22010-22060"	2552	2982644	74.058
	"Iowa"	"19"	"2006"	"2006"	"Lung and Bronchus"	"22030"	2387	2982644	69.131
	"Iowa"	"19"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	233	2982644	7.131
	"Iowa"	"19"	"2006"	"2006"	"Brain"	"31010"	221	2982644	6.754
	"Iowa"	"19"	"2007"	"2007"	"Respiratory System"	"22010-22060"	2585	2999212	73.710
	"Iowa"	"19"	"2007"	"2007"	"Lung and Bronchus"	"22030"	2416	2999212	68.840
	"Iowa"	"19"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	255	2999212	7.840
	"Iowa"	"19"	"2007"	"2007"	"Brain"	"31010"	245	2999212	7.539
	"Iowa"	"19"	"2008"	"2008"	"Respiratory System"	"22010-22060"	2632	3016734	74.372
	"Iowa"	"19"	"2008"	"2008"	"Lung and Bronchus"	"22030"	2443	3016734	69.038
	"Iowa"	"19"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	248	3016734	7.502
	"Iowa"	"19"	"2008"	"2008"	"Brain"	"31010"	235	3016734	7.070
	"Iowa"	"19"	"2009"	"2009"	"Respiratory System"	"22010-22060"	2648	3032870	73.402
	"Iowa"	"19"	"2009"	"2009"	"Lung and Bronchus"	"22030"	2473	3032870	68.558
	"Iowa"	"19"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	253	3032870	7.652
	"Iowa"	"19"	"2009"	"2009"	"Brain"	"31010"	235	3032870	7.045
	"Iowa"	"19"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	18	3032870	0.607
	"Iowa"	"19"	"2010"	"2010"	"Respiratory System"	"22010-22060"	2599	3050745	71.723
	"Iowa"	"19"	"2010"	"2010"	"Lung and Bronchus"	"22030"	2403	3050745	66.286
	"Iowa"	"19"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	219	3050745	6.610
	"Iowa"	"19"	"2010"	"2010"	"Brain"	"31010"	202	3050745	6.063
	"Iowa"	"19"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	17	3050745	0.548
	"Iowa"	"19"	"2011"	"2011"	"Respiratory System"	"22010-22060"	2533	3066336	68.420
	"Iowa"	"19"	"2011"	"2011"	"Lung and Bronchus"	"22030"	2369	3066336	63.980
	"Iowa"	"19"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	266	3066336	7.897
	"Iowa"	"19"	"2011"	"2011"	"Brain"	"31010"	254	3066336	7.517
	"Iowa"	"19"	"2012"	"2012"	"Respiratory System"	"22010-22060"	2576	3076190	68.876
	"Iowa"	"19"	"2012"	"2012"	"Lung and Bronchus"	"22030"	2372	3076190	63.375
	"Iowa"	"19"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	270	3076190	7.933
	"Iowa"	"19"	"2012"	"2012"	"Brain"	"31010"	255	3076190	7.460
	"Iowa"	"19"	"2013"	"2013"	"Respiratory System"	"22010-22060"	2603	3092997	68.312
	"Iowa"	"19"	"2013"	"2013"	"Lung and Bronchus"	"22030"	2431	3092997	63.733
	"Iowa"	"19"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	233	3092997	6.766
	"Iowa"	"19"	"2013"	"2013"	"Brain"	"31010"	222	3092997	6.405
	"Iowa"	"19"	"2014"	"2014"	"Respiratory System"	"22010-22060"	2692	3109350	69.834
	"Iowa"	"19"	"2014"	"2014"	"Lung and Bronchus"	"22030"	2516	3109350	65.300
	"Iowa"	"19"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	259	3109350	7.446
	"Iowa"	"19"	"2014"	"2014"	"Brain"	"31010"	244	3109350	7.014
	"Iowa"	"19"	"2015"	"2015"	"Respiratory System"	"22010-22060"	2712	3120960	69.120
	"Iowa"	"19"	"2015"	"2015"	"Lung and Bronchus"	"22030"	2546	3120960	64.847
	"Iowa"	"19"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	245	3120960	6.910
	"Iowa"	"19"	"2015"	"2015"	"Brain"	"31010"	230	3120960	6.449
	"Iowa"	"19"	"2016"	"2016"	"Respiratory System"	"22010-22060"	2586	3131371	64.701
	"Iowa"	"19"	"2016"	"2016"	"Lung and Bronchus"	"22030"	2425	3131371	60.562
	"Iowa"	"19"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	250	3131371	6.826
	"Iowa"	"19"	"2016"	"2016"	"Brain"	"31010"	236	3131371	6.397
	"Iowa"	"19"	"2017"	"2017"	"Respiratory System"	"22010-22060"	2767	3141550	68.141
	"Iowa"	"19"	"2017"	"2017"	"Lung and Bronchus"	"22030"	2593	3141550	63.856
	"Iowa"	"19"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	265	3141550	7.322
	"Iowa"	"19"	"2017"	"2017"	"Brain"	"31010"	245	3141550	6.647
	"Iowa"	"19"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	20	3141550	0.675
	"Iowa"	"19"	"2018"	"2018"	"Respiratory System"	"22010-22060"	2605	3148618	62.962
	"Iowa"	"19"	"2018"	"2018"	"Lung and Bronchus"	"22030"	2434	3148618	58.745
	"Iowa"	"19"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	253	3148618	6.985
	"Iowa"	"19"	"2018"	"2018"	"Brain"	"31010"	245	3148618	6.746
	"Kansas"	"20"	"1999"	"1999"	"Respiratory System"	"22010-22060"	1938	2678338	71.725
	"Kansas"	"20"	"1999"	"1999"	"Lung and Bronchus"	"22030"	1812	2678338	67.000
	"Kansas"	"20"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	160	2678338	5.997
	"Kansas"	"20"	"1999"	"1999"	"Brain"	"31010"	148	2678338	5.550
	"Kansas"	"20"	"2000"	"2000"	"Respiratory System"	"22010-22060"	1926	2693681	70.945
	"Kansas"	"20"	"2000"	"2000"	"Lung and Bronchus"	"22030"	1764	2693681	64.886
	"Kansas"	"20"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	191	2693681	7.036
	"Kansas"	"20"	"2000"	"2000"	"Brain"	"31010"	177	2693681	6.525
	"Kansas"	"20"	"2001"	"2001"	"Respiratory System"	"22010-22060"	1925	2702162	70.180
	"Kansas"	"20"	"2001"	"2001"	"Lung and Bronchus"	"22030"	1783	2702162	64.937
	"Kansas"	"20"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	200	2702162	7.415
	"Kansas"	"20"	"2001"	"2001"	"Brain"	"31010"	186	2702162	6.901
	"Kansas"	"20"	"2002"	"2002"	"Respiratory System"	"22010-22060"	1856	2713535	67.301
	"Kansas"	"20"	"2002"	"2002"	"Lung and Bronchus"	"22030"	1728	2713535	62.653
	"Kansas"	"20"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	193	2713535	7.054
	"Kansas"	"20"	"2002"	"2002"	"Brain"	"31010"	180	2713535	6.590
	"Kansas"	"20"	"2003"	"2003"	"Respiratory System"	"22010-22060"	1975	2723004	70.695
	"Kansas"	"20"	"2003"	"2003"	"Lung and Bronchus"	"22030"	1833	2723004	65.600
	"Kansas"	"20"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	200	2723004	7.273
	"Kansas"	"20"	"2003"	"2003"	"Brain"	"31010"	191	2723004	6.951
	"Kansas"	"20"	"2004"	"2004"	"Respiratory System"	"22010-22060"	1914	2734373	67.750
	"Kansas"	"20"	"2004"	"2004"	"Lung and Bronchus"	"22030"	1782	2734373	63.033
	"Kansas"	"20"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	186	2734373	6.727
	"Kansas"	"20"	"2004"	"2004"	"Brain"	"31010"	174	2734373	6.291
	"Kansas"	"20"	"2005"	"2005"	"Respiratory System"	"22010-22060"	2054	2745299	71.577
	"Kansas"	"20"	"2005"	"2005"	"Lung and Bronchus"	"22030"	1907	2745299	66.458
	"Kansas"	"20"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	193	2745299	6.876
	"Kansas"	"20"	"2005"	"2005"	"Brain"	"31010"	182	2745299	6.488
	"Kansas"	"20"	"2006"	"2006"	"Respiratory System"	"22010-22060"	2024	2762931	70.044
	"Kansas"	"20"	"2006"	"2006"	"Lung and Bronchus"	"22030"	1894	2762931	65.565
	"Kansas"	"20"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	176	2762931	6.239
	"Kansas"	"20"	"2006"	"2006"	"Brain"	"31010"	162	2762931	5.745
	"Kansas"	"20"	"2007"	"2007"	"Respiratory System"	"22010-22060"	2069	2783785	70.199
	"Kansas"	"20"	"2007"	"2007"	"Lung and Bronchus"	"22030"	1929	2783785	65.530
	"Kansas"	"20"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	202	2783785	7.042
	"Kansas"	"20"	"2007"	"2007"	"Brain"	"31010"	187	2783785	6.532
	"Kansas"	"20"	"2008"	"2008"	"Respiratory System"	"22010-22060"	2058	2808076	68.953
	"Kansas"	"20"	"2008"	"2008"	"Lung and Bronchus"	"22030"	1927	2808076	64.687
	"Kansas"	"20"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	215	2808076	7.480
	"Kansas"	"20"	"2008"	"2008"	"Brain"	"31010"	192	2808076	6.654
	"Kansas"	"20"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	23	2808076	0.826
	"Kansas"	"20"	"2009"	"2009"	"Respiratory System"	"22010-22060"	2067	2832704	67.648
	"Kansas"	"20"	"2009"	"2009"	"Lung and Bronchus"	"22030"	1941	2832704	63.622
	"Kansas"	"20"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	173	2832704	5.907
	"Kansas"	"20"	"2009"	"2009"	"Brain"	"31010"	163	2832704	5.537
	"Kansas"	"20"	"2010"	"2010"	"Respiratory System"	"22010-22060"	2033	2858190	65.383
	"Kansas"	"20"	"2010"	"2010"	"Lung and Bronchus"	"22030"	1866	2858190	60.210
	"Kansas"	"20"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	191	2858190	6.454
	"Kansas"	"20"	"2010"	"2010"	"Brain"	"31010"	180	2858190	6.083
	"Kansas"	"20"	"2011"	"2011"	"Respiratory System"	"22010-22060"	2039	2869225	64.574
	"Kansas"	"20"	"2011"	"2011"	"Lung and Bronchus"	"22030"	1919	2869225	60.910
	"Kansas"	"20"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	247	2869225	8.055
	"Kansas"	"20"	"2011"	"2011"	"Brain"	"31010"	234	2869225	7.618
	"Kansas"	"20"	"2012"	"2012"	"Respiratory System"	"22010-22060"	2029	2885257	62.854
	"Kansas"	"20"	"2012"	"2012"	"Lung and Bronchus"	"22030"	1875	2885257	58.108
	"Kansas"	"20"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	211	2885257	6.898
	"Kansas"	"20"	"2012"	"2012"	"Brain"	"31010"	193	2885257	6.333
	"Kansas"	"20"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	18	2885257	0.565
	"Kansas"	"20"	"2013"	"2013"	"Respiratory System"	"22010-22060"	2141	2893212	65.732
	"Kansas"	"20"	"2013"	"2013"	"Lung and Bronchus"	"22030"	1996	2893212	61.243
	"Kansas"	"20"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	217	2893212	6.990
	"Kansas"	"20"	"2013"	"2013"	"Brain"	"31010"	200	2893212	6.377
	"Kansas"	"20"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	17	2893212	0.614
	"Kansas"	"20"	"2014"	"2014"	"Respiratory System"	"22010-22060"	2063	2900475	62.274
	"Kansas"	"20"	"2014"	"2014"	"Lung and Bronchus"	"22030"	1939	2900475	58.661
	"Kansas"	"20"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	188	2900475	5.969
	"Kansas"	"20"	"2014"	"2014"	"Brain"	"31010"	176	2900475	5.556
	"Kansas"	"20"	"2015"	"2015"	"Respiratory System"	"22010-22060"	2116	2909011	62.721
	"Kansas"	"20"	"2015"	"2015"	"Lung and Bronchus"	"22030"	1978	2909011	58.610
	"Kansas"	"20"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	196	2909011	6.345
	"Kansas"	"20"	"2015"	"2015"	"Brain"	"31010"	181	2909011	5.837
	"Kansas"	"20"	"2016"	"2016"	"Respiratory System"	"22010-22060"	1990	2910844	57.696
	"Kansas"	"20"	"2016"	"2016"	"Lung and Bronchus"	"22030"	1865	2910844	53.997
	"Kansas"	"20"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	219	2910844	7.004
	"Kansas"	"20"	"2016"	"2016"	"Brain"	"31010"	208	2910844	6.622
	"Kansas"	"20"	"2017"	"2017"	"Respiratory System"	"22010-22060"	2030	2908718	57.583
	"Kansas"	"20"	"2017"	"2017"	"Lung and Bronchus"	"22030"	1903	2908718	54.060
	"Kansas"	"20"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	199	2908718	6.247
	"Kansas"	"20"	"2017"	"2017"	"Brain"	"31010"	187	2908718	5.877
	"Kansas"	"20"	"2018"	"2018"	"Respiratory System"	"22010-22060"	2039	2911359	56.375
	"Kansas"	"20"	"2018"	"2018"	"Lung and Bronchus"	"22030"	1898	2911359	52.441
	"Kansas"	"20"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	189	2911359	5.790
	"Kansas"	"20"	"2018"	"2018"	"Brain"	"31010"	181	2911359	5.519
	"Kentucky"	"21"	"1999"	"1999"	"Respiratory System"	"22010-22060"	4332	4018053	107.156
	"Kentucky"	"21"	"1999"	"1999"	"Lung and Bronchus"	"22030"	4048	4018053	100.196
	"Kentucky"	"21"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	275	4018053	6.846
	"Kentucky"	"21"	"1999"	"1999"	"Brain"	"31010"	257	4018053	6.389
	"Kentucky"	"21"	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	18	4018053	0.457
	"Kentucky"	"21"	"2000"	"2000"	"Respiratory System"	"22010-22060"	4463	4049021	108.923
	"Kentucky"	"21"	"2000"	"2000"	"Lung and Bronchus"	"22030"	4156	4049021	101.517
	"Kentucky"	"21"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	285	4049021	7.001
	"Kentucky"	"21"	"2000"	"2000"	"Brain"	"31010"	267	4049021	6.545
	"Kentucky"	"21"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	18	4049021	0.456
	"Kentucky"	"21"	"2001"	"2001"	"Respiratory System"	"22010-22060"	4608	4068132	111.418
	"Kentucky"	"21"	"2001"	"2001"	"Lung and Bronchus"	"22030"	4284	4068132	103.635
	"Kentucky"	"21"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	255	4068132	6.248
	"Kentucky"	"21"	"2001"	"2001"	"Brain"	"31010"	241	4068132	5.906
	"Kentucky"	"21"	"2002"	"2002"	"Respiratory System"	"22010-22060"	4580	4089875	109.086
	"Kentucky"	"21"	"2002"	"2002"	"Lung and Bronchus"	"22030"	4303	4089875	102.623
	"Kentucky"	"21"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	279	4089875	6.765
	"Kentucky"	"21"	"2002"	"2002"	"Brain"	"31010"	253	4089875	6.132
	"Kentucky"	"21"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	26	4089875	0.634
	"Kentucky"	"21"	"2003"	"2003"	"Respiratory System"	"22010-22060"	4589	4117170	107.544
	"Kentucky"	"21"	"2003"	"2003"	"Lung and Bronchus"	"22030"	4297	4117170	100.771
	"Kentucky"	"21"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	296	4117170	7.067
	"Kentucky"	"21"	"2003"	"2003"	"Brain"	"31010"	279	4117170	6.658
	"Kentucky"	"21"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	17	4117170	0.409
	"Kentucky"	"21"	"2004"	"2004"	"Respiratory System"	"22010-22060"	4784	4146101	110.237
