"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Idaho"	"16"	"2002"	"2002"	"Stomach"	"21020"	76	1340372	6.051
	"Idaho"	"16"	"2002"	"2002"	"Thyroid"	"32010"	120	1340372	9.397
	"Idaho"	"16"	"2002"	"2002"	"Urinary Bladder, invasive and in situ"	"29010"	279	1340372	22.391
	"Idaho"	"16"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	100	1363380	7.453
	"Idaho"	"16"	"2003"	"2003"	"Breast"	"26000"	818	1363380	62.664
	"Idaho"	"16"	"2003"	"2003"	"Cervix Uteri"	"27010"	43	679877	6.527
	"Idaho"	"16"	"2003"	"2003"	"Colon and Rectum"	"21041-21052"	595	1363380	46.414
	"Idaho"	"16"	"2003"	"2003"	"Corpus Uteri"	"27020"	123	679877	17.834
	"Idaho"	"16"	"2003"	"2003"	"Esophagus"	"21010"	58	1363380	4.488
	"Idaho"	"16"	"2003"	"2003"	"Kidney and Renal Pelvis"	"29020"	178	1363380	13.651
	"Idaho"	"16"	"2003"	"2003"	"Larynx"	"22020"	44	1363380	3.391
	"Idaho"	"16"	"2003"	"2003"	"Leukemias"	"35011-35043"	215	1363380	16.610
	"Idaho"	"16"	"2003"	"2003"	"Liver"	"21071"	33	1363380	2.498
	"Idaho"	"16"	"2003"	"2003"	"Lung and Bronchus"	"22030"	762	1363380	59.993
	"Idaho"	"16"	"2003"	"2003"	"Melanoma of the Skin"	"25010"	314	1363380	24.213
	"Idaho"	"16"	"2003"	"2003"	"Myeloma"	"34000"	55	1363380	4.245
	"Idaho"	"16"	"2003"	"2003"	"Non-Hodgkin Lymphoma"	"33041-33042"	250	1363380	19.476
	"Idaho"	"16"	"2003"	"2003"	"Oral Cavity and Pharynx"	"20010-20100"	148	1363380	11.280
	"Idaho"	"16"	"2003"	"2003"	"Ovary"	"27040"	84	679877	12.500
	"Idaho"	"16"	"2003"	"2003"	"Pancreas"	"21100"	152	1363380	11.747
	"Idaho"	"16"	"2003"	"2003"	"Prostate"	"28010"	998	683503	169.517
	"Idaho"	"16"	"2003"	"2003"	"Stomach"	"21020"	77	1363380	6.048
	"Idaho"	"16"	"2003"	"2003"	"Thyroid"	"32010"	133	1363380	9.945
	"Idaho"	"16"	"2003"	"2003"	"Urinary Bladder, invasive and in situ"	"29010"	258	1363380	20.220
	"Idaho"	"16"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	100	1391802	7.342
	"Idaho"	"16"	"2004"	"2004"	"Breast"	"26000"	765	1391802	56.964
	"Idaho"	"16"	"2004"	"2004"	"Cervix Uteri"	"27010"	38	693186	5.748
	"Idaho"	"16"	"2004"	"2004"	"Colon and Rectum"	"21041-21052"	585	1391802	44.398
	"Idaho"	"16"	"2004"	"2004"	"Corpus Uteri"	"27020"	159	693186	22.425
	"Idaho"	"16"	"2004"	"2004"	"Esophagus"	"21010"	65	1391802	4.905
	"Idaho"	"16"	"2004"	"2004"	"Kidney and Renal Pelvis"	"29020"	187	1391802	13.999
	"Idaho"	"16"	"2004"	"2004"	"Larynx"	"22020"	35	1391802	2.592
	"Idaho"	"16"	"2004"	"2004"	"Leukemias"	"35011-35043"	191	1391802	14.319
	"Idaho"	"16"	"2004"	"2004"	"Liver"	"21071"	54	1391802	3.937
	"Idaho"	"16"	"2004"	"2004"	"Lung and Bronchus"	"22030"	775	1391802	59.022
	"Idaho"	"16"	"2004"	"2004"	"Melanoma of the Skin"	"25010"	351	1391802	26.329
	"Idaho"	"16"	"2004"	"2004"	"Myeloma"	"34000"	80	1391802	6.074
	"Idaho"	"16"	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	264	1391802	20.017
	"Idaho"	"16"	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	149	1391802	10.812
	"Idaho"	"16"	"2004"	"2004"	"Ovary"	"27040"	76	693186	10.989
	"Idaho"	"16"	"2004"	"2004"	"Pancreas"	"21100"	170	1391802	12.710
	"Idaho"	"16"	"2004"	"2004"	"Prostate"	"28010"	1026	698616	166.342
	"Idaho"	"16"	"2004"	"2004"	"Stomach"	"21020"	66	1391802	4.945
	"Idaho"	"16"	"2004"	"2004"	"Thyroid"	"32010"	139	1391802	10.248
	"Idaho"	"16"	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	286	1391802	21.669
	"Idaho"	"16"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	127	1428241	9.048
	"Idaho"	"16"	"2005"	"2005"	"Breast"	"26000"	810	1428241	58.364
	"Idaho"	"16"	"2005"	"2005"	"Cervix Uteri"	"27010"	54	711983	7.820
	"Idaho"	"16"	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	602	1428241	44.021
	"Idaho"	"16"	"2005"	"2005"	"Corpus Uteri"	"27020"	153	711983	20.781
	"Idaho"	"16"	"2005"	"2005"	"Esophagus"	"21010"	78	1428241	5.701
	"Idaho"	"16"	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	205	1428241	14.700
	"Idaho"	"16"	"2005"	"2005"	"Larynx"	"22020"	45	1428241	3.272
	"Idaho"	"16"	"2005"	"2005"	"Leukemias"	"35011-35043"	202	1428241	14.815
	"Idaho"	"16"	"2005"	"2005"	"Liver"	"21071"	57	1428241	4.005
	"Idaho"	"16"	"2005"	"2005"	"Lung and Bronchus"	"22030"	818	1428241	60.303
	"Idaho"	"16"	"2005"	"2005"	"Melanoma of the Skin"	"25010"	366	1428241	27.039
	"Idaho"	"16"	"2005"	"2005"	"Myeloma"	"34000"	70	1428241	5.080
	"Idaho"	"16"	"2005"	"2005"	"Non-Hodgkin Lymphoma"	"33041-33042"	262	1428241	19.082
	"Idaho"	"16"	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	163	1428241	11.505
	"Idaho"	"16"	"2005"	"2005"	"Ovary"	"27040"	101	711983	13.658
	"Idaho"	"16"	"2005"	"2005"	"Pancreas"	"21100"	167	1428241	12.207
	"Idaho"	"16"	"2005"	"2005"	"Prostate"	"28010"	1099	716258	169.346
	"Idaho"	"16"	"2005"	"2005"	"Stomach"	"21020"	64	1428241	4.700
	"Idaho"	"16"	"2005"	"2005"	"Thyroid"	"32010"	181	1428241	13.260
	"Idaho"	"16"	"2005"	"2005"	"Urinary Bladder, invasive and in situ"	"29010"	337	1428241	25.029
	"Idaho"	"16"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	98	1468669	6.724
	"Idaho"	"16"	"2006"	"2006"	"Breast"	"26000"	945	1468669	65.601
	"Idaho"	"16"	"2006"	"2006"	"Cervix Uteri"	"27010"	55	732104	7.902
	"Idaho"	"16"	"2006"	"2006"	"Colon and Rectum"	"21041-21052"	575	1468669	40.614
	"Idaho"	"16"	"2006"	"2006"	"Corpus Uteri"	"27020"	163	732104	21.352
	"Idaho"	"16"	"2006"	"2006"	"Esophagus"	"21010"	65	1468669	4.505
	"Idaho"	"16"	"2006"	"2006"	"Gallbladder"	"21080"	17	1468669	1.226
	"Idaho"	"16"	"2006"	"2006"	"Kidney and Renal Pelvis"	"29020"	197	1468669	13.802
	"Idaho"	"16"	"2006"	"2006"	"Larynx"	"22020"	45	1468669	3.075
	"Idaho"	"16"	"2006"	"2006"	"Leukemias"	"35011-35043"	238	1468669	16.523
	"Idaho"	"16"	"2006"	"2006"	"Liver"	"21071"	51	1468669	3.542
	"Idaho"	"16"	"2006"	"2006"	"Lung and Bronchus"	"22030"	796	1468669	56.365
	"Idaho"	"16"	"2006"	"2006"	"Melanoma of the Skin"	"25010"	327	1468669	22.923
	"Idaho"	"16"	"2006"	"2006"	"Myeloma"	"34000"	85	1468669	5.965
	"Idaho"	"16"	"2006"	"2006"	"Non-Hodgkin Lymphoma"	"33041-33042"	275	1468669	19.330
	"Idaho"	"16"	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	156	1468669	10.749
	"Idaho"	"16"	"2006"	"2006"	"Ovary"	"27040"	100	732104	13.120
	"Idaho"	"16"	"2006"	"2006"	"Pancreas"	"21100"	178	1468669	12.474
	"Idaho"	"16"	"2006"	"2006"	"Prostate"	"28010"	1188	736565	174.415
	"Idaho"	"16"	"2006"	"2006"	"Stomach"	"21020"	75	1468669	5.207
	"Idaho"	"16"	"2006"	"2006"	"Thyroid"	"32010"	216	1468669	15.250
	"Idaho"	"16"	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	307	1468669	21.803
	"Idaho"	"16"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	121	1505105	8.124
	"Idaho"	"16"	"2007"	"2007"	"Breast"	"26000"	967	1505105	64.727
	"Idaho"	"16"	"2007"	"2007"	"Cervix Uteri"	"27010"	35	750127	4.683
	"Idaho"	"16"	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	607	1505105	41.615
	"Idaho"	"16"	"2007"	"2007"	"Corpus Uteri"	"27020"	189	750127	23.991
	"Idaho"	"16"	"2007"	"2007"	"Esophagus"	"21010"	72	1505105	4.697
	"Idaho"	"16"	"2007"	"2007"	"Kidney and Renal Pelvis"	"29020"	222	1505105	15.023
	"Idaho"	"16"	"2007"	"2007"	"Larynx"	"22020"	48	1505105	3.210
	"Idaho"	"16"	"2007"	"2007"	"Leukemias"	"35011-35043"	234	1505105	15.862
	"Idaho"	"16"	"2007"	"2007"	"Liver"	"21071"	61	1505105	4.122
	"Idaho"	"16"	"2007"	"2007"	"Lung and Bronchus"	"22030"	823	1505105	56.390
	"Idaho"	"16"	"2007"	"2007"	"Melanoma of the Skin"	"25010"	360	1505105	24.461
	"Idaho"	"16"	"2007"	"2007"	"Myeloma"	"34000"	86	1505105	5.806
	"Idaho"	"16"	"2007"	"2007"	"Non-Hodgkin Lymphoma"	"33041-33042"	303	1505105	20.498
	"Idaho"	"16"	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	169	1505105	11.155
	"Idaho"	"16"	"2007"	"2007"	"Ovary"	"27040"	123	750127	15.433
	"Idaho"	"16"	"2007"	"2007"	"Pancreas"	"21100"	171	1505105	11.474
	"Idaho"	"16"	"2007"	"2007"	"Prostate"	"28010"	1316	754978	185.857
	"Idaho"	"16"	"2007"	"2007"	"Stomach"	"21020"	81	1505105	5.743
	"Idaho"	"16"	"2007"	"2007"	"Thyroid"	"32010"	234	1505105	15.804
	"Idaho"	"16"	"2007"	"2007"	"Urinary Bladder, invasive and in situ"	"29010"	313	1505105	21.617
	"Idaho"	"16"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	121	1534320	7.910
	"Idaho"	"16"	"2008"	"2008"	"Breast"	"26000"	946	1534320	61.587
	"Idaho"	"16"	"2008"	"2008"	"Cervix Uteri"	"27010"	44	764792	6.071
	"Idaho"	"16"	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	631	1534320	41.321
	"Idaho"	"16"	"2008"	"2008"	"Corpus Uteri"	"27020"	187	764792	22.495
	"Idaho"	"16"	"2008"	"2008"	"Esophagus"	"21010"	74	1534320	4.815
	"Idaho"	"16"	"2008"	"2008"	"Gallbladder"	"21080"	17	1534320	1.109
	"Idaho"	"16"	"2008"	"2008"	"Kidney and Renal Pelvis"	"29020"	223	1534320	14.442
	"Idaho"	"16"	"2008"	"2008"	"Larynx"	"22020"	47	1534320	2.876
	"Idaho"	"16"	"2008"	"2008"	"Leukemias"	"35011-35043"	230	1534320	15.149
	"Idaho"	"16"	"2008"	"2008"	"Liver"	"21071"	70	1534320	4.201
	"Idaho"	"16"	"2008"	"2008"	"Lung and Bronchus"	"22030"	849	1534320	56.085
	"Idaho"	"16"	"2008"	"2008"	"Melanoma of the Skin"	"25010"	328	1534320	21.587
	"Idaho"	"16"	"2008"	"2008"	"Myeloma"	"34000"	92	1534320	6.020
	"Idaho"	"16"	"2008"	"2008"	"Non-Hodgkin Lymphoma"	"33041-33042"	325	1534320	21.482
	"Idaho"	"16"	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	175	1534320	11.122
	"Idaho"	"16"	"2008"	"2008"	"Ovary"	"27040"	96	764792	12.081
	"Idaho"	"16"	"2008"	"2008"	"Pancreas"	"21100"	165	1534320	10.856
	"Idaho"	"16"	"2008"	"2008"	"Prostate"	"28010"	1168	769528	158.453
	"Idaho"	"16"	"2008"	"2008"	"Stomach"	"21020"	82	1534320	5.547
	"Idaho"	"16"	"2008"	"2008"	"Thyroid"	"32010"	260	1534320	17.563
	"Idaho"	"16"	"2008"	"2008"	"Urinary Bladder, invasive and in situ"	"29010"	354	1534320	23.337
	"Idaho"	"16"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	103	1554439	6.704
	"Idaho"	"16"	"2009"	"2009"	"Breast"	"26000"	994	1554439	62.767
	"Idaho"	"16"	"2009"	"2009"	"Cervix Uteri"	"27010"	38	775398	5.018
	"Idaho"	"16"	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	635	1554439	40.517
	"Idaho"	"16"	"2009"	"2009"	"Corpus Uteri"	"27020"	203	775398	24.269
	"Idaho"	"16"	"2009"	"2009"	"Esophagus"	"21010"	80	1554439	4.774
	"Idaho"	"16"	"2009"	"2009"	"Gallbladder"	"21080"	16	1554439	1.080
	"Idaho"	"16"	"2009"	"2009"	"Kidney and Renal Pelvis"	"29020"	259	1554439	16.211
	"Idaho"	"16"	"2009"	"2009"	"Larynx"	"22020"	46	1554439	2.962
	"Idaho"	"16"	"2009"	"2009"	"Leukemias"	"35011-35043"	252	1554439	16.365
	"Idaho"	"16"	"2009"	"2009"	"Liver"	"21071"	77	1554439	4.513
	"Idaho"	"16"	"2009"	"2009"	"Lung and Bronchus"	"22030"	814	1554439	52.339
	"Idaho"	"16"	"2009"	"2009"	"Melanoma of the Skin"	"25010"	409	1554439	26.119
	"Idaho"	"16"	"2009"	"2009"	"Myeloma"	"34000"	109	1554439	7.055
	"Idaho"	"16"	"2009"	"2009"	"Non-Hodgkin Lymphoma"	"33041-33042"	296	1554439	19.066
	"Idaho"	"16"	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	223	1554439	14.097
	"Idaho"	"16"	"2009"	"2009"	"Ovary"	"27040"	100	775398	11.891
	"Idaho"	"16"	"2009"	"2009"	"Pancreas"	"21100"	178	1554439	11.309
	"Idaho"	"16"	"2009"	"2009"	"Prostate"	"28010"	1198	779041	155.574
	"Idaho"	"16"	"2009"	"2009"	"Stomach"	"21020"	69	1554439	4.514
	"Idaho"	"16"	"2009"	"2009"	"Thyroid"	"32010"	253	1554439	16.694
	"Idaho"	"16"	"2009"	"2009"	"Urinary Bladder, invasive and in situ"	"29010"	352	1554439	22.696
	"Idaho"	"16"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	102	1570746	6.424
	"Idaho"	"16"	"2010"	"2010"	"Breast"	"26000"	1014	1570746	62.475
	"Idaho"	"16"	"2010"	"2010"	"Cervix Uteri"	"27010"	51	783947	6.936
	"Idaho"	"16"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	572	1570746	35.552
	"Idaho"	"16"	"2010"	"2010"	"Corpus Uteri"	"27020"	197	783947	22.563
	"Idaho"	"16"	"2010"	"2010"	"Esophagus"	"21010"	74	1570746	4.428
	"Idaho"	"16"	"2010"	"2010"	"Gallbladder"	"21080"	19	1570746	1.180
	"Idaho"	"16"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	224	1570746	13.895
	"Idaho"	"16"	"2010"	"2010"	"Larynx"	"22020"	39	1570746	2.402
	"Idaho"	"16"	"2010"	"2010"	"Leukemias"	"35011-35043"	283	1570746	17.781
	"Idaho"	"16"	"2010"	"2010"	"Liver"	"21071"	80	1570746	4.659
	"Idaho"	"16"	"2010"	"2010"	"Lung and Bronchus"	"22030"	838	1570746	52.313
	"Idaho"	"16"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	396	1570746	24.558
	"Idaho"	"16"	"2010"	"2010"	"Myeloma"	"34000"	99	1570746	6.282
	"Idaho"	"16"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	304	1570746	18.645
	"Idaho"	"16"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	230	1570746	13.942
	"Idaho"	"16"	"2010"	"2010"	"Ovary"	"27040"	99	783947	11.781
	"Idaho"	"16"	"2010"	"2010"	"Pancreas"	"21100"	206	1570746	12.945
	"Idaho"	"16"	"2010"	"2010"	"Prostate"	"28010"	1190	786799	146.296
	"Idaho"	"16"	"2010"	"2010"	"Stomach"	"21020"	91	1570746	5.664
	"Idaho"	"16"	"2010"	"2010"	"Thyroid"	"32010"	258	1570746	16.800
	"Idaho"	"16"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	399	1570746	25.161
	"Idaho"	"16"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	96	1583910	5.778
	"Idaho"	"16"	"2011"	"2011"	"Breast"	"26000"	1007	1583910	60.536
	"Idaho"	"16"	"2011"	"2011"	"Cervix Uteri"	"27010"	54	790779	7.131
	"Idaho"	"16"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	643	1583910	39.256
	"Idaho"	"16"	"2011"	"2011"	"Corpus Uteri"	"27020"	212	790779	23.679
	"Idaho"	"16"	"2011"	"2011"	"Esophagus"	"21010"	71	1583910	4.238
	"Idaho"	"16"	"2011"	"2011"	"Gallbladder"	"21080"	20	1583910	1.191
	"Idaho"	"16"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	267	1583910	16.025
	"Idaho"	"16"	"2011"	"2011"	"Larynx"	"22020"	39	1583910	2.384
	"Idaho"	"16"	"2011"	"2011"	"Leukemias"	"35011-35043"	259	1583910	15.571
	"Idaho"	"16"	"2011"	"2011"	"Liver"	"21071"	93	1583910	5.276
	"Idaho"	"16"	"2011"	"2011"	"Lung and Bronchus"	"22030"	860	1583910	52.420
	"Idaho"	"16"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	449	1583910	27.954
	"Idaho"	"16"	"2011"	"2011"	"Myeloma"	"34000"	98	1583910	6.131
	"Idaho"	"16"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	315	1583910	19.267
	"Idaho"	"16"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	215	1583910	12.803
	"Idaho"	"16"	"2011"	"2011"	"Ovary"	"27040"	90	790779	10.559
	"Idaho"	"16"	"2011"	"2011"	"Pancreas"	"21100"	195	1583910	11.756
	"Idaho"	"16"	"2011"	"2011"	"Prostate"	"28010"	1227	793131	145.548
	"Idaho"	"16"	"2011"	"2011"	"Stomach"	"21020"	78	1583910	4.587
	"Idaho"	"16"	"2011"	"2011"	"Thyroid"	"32010"	247	1583910	15.769
	"Idaho"	"16"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	356	1583910	21.973
	"Idaho"	"16"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	123	1595324	7.357
	"Idaho"	"16"	"2012"	"2012"	"Breast"	"26000"	1096	1595324	64.919
	"Idaho"	"16"	"2012"	"2012"	"Cervix Uteri"	"27010"	52	796523	6.546
	"Idaho"	"16"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	602	1595324	35.933
	"Idaho"	"16"	"2012"	"2012"	"Corpus Uteri"	"27020"	227	796523	24.228
	"Idaho"	"16"	"2012"	"2012"	"Esophagus"	"21010"	79	1595324	4.729
	"Idaho"	"16"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	264	1595324	15.326
	"Idaho"	"16"	"2012"	"2012"	"Larynx"	"22020"	38	1595324	1.988
	"Idaho"	"16"	"2012"	"2012"	"Leukemias"	"35011-35043"	252	1595324	15.152
	"Idaho"	"16"	"2012"	"2012"	"Liver"	"21071"	96	1595324	5.255
	"Idaho"	"16"	"2012"	"2012"	"Lung and Bronchus"	"22030"	902	1595324	52.929
	"Idaho"	"16"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	462	1595324	27.398
	"Idaho"	"16"	"2012"	"2012"	"Myeloma"	"34000"	112	1595324	6.521
	"Idaho"	"16"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	307	1595324	18.053
	"Idaho"	"16"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	203	1595324	11.743
	"Idaho"	"16"	"2012"	"2012"	"Ovary"	"27040"	118	796523	12.842
	"Idaho"	"16"	"2012"	"2012"	"Pancreas"	"21100"	224	1595324	12.909
	"Idaho"	"16"	"2012"	"2012"	"Prostate"	"28010"	1045	798801	122.628
	"Idaho"	"16"	"2012"	"2012"	"Stomach"	"21020"	72	1595324	4.322
	"Idaho"	"16"	"2012"	"2012"	"Thyroid"	"32010"	268	1595324	17.141
	"Idaho"	"16"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	378	1595324	22.728
	"Idaho"	"16"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	120	1611206	7.048
	"Idaho"	"16"	"2013"	"2013"	"Breast"	"26000"	1098	1611206	63.394
	"Idaho"	"16"	"2013"	"2013"	"Cervix Uteri"	"27010"	40	804232	5.187
	"Idaho"	"16"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	615	1611206	35.841
	"Idaho"	"16"	"2013"	"2013"	"Corpus Uteri"	"27020"	208	804232	22.070
	"Idaho"	"16"	"2013"	"2013"	"Esophagus"	"21010"	83	1611206	4.719
	"Idaho"	"16"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	298	1611206	17.052
	"Idaho"	"16"	"2013"	"2013"	"Larynx"	"22020"	42	1611206	2.276
	"Idaho"	"16"	"2013"	"2013"	"Leukemias"	"35011-35043"	311	1611206	18.288
	"Idaho"	"16"	"2013"	"2013"	"Liver"	"21071"	92	1611206	4.706
	"Idaho"	"16"	"2013"	"2013"	"Lung and Bronchus"	"22030"	854	1611206	48.925
	"Idaho"	"16"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	453	1611206	26.574
	"Idaho"	"16"	"2013"	"2013"	"Myeloma"	"34000"	99	1611206	5.735
	"Idaho"	"16"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	299	1611206	17.414
	"Idaho"	"16"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	235	1611206	12.830
	"Idaho"	"16"	"2013"	"2013"	"Ovary"	"27040"	97	804232	10.531
	"Idaho"	"16"	"2013"	"2013"	"Pancreas"	"21100"	246	1611206	13.790
	"Idaho"	"16"	"2013"	"2013"	"Prostate"	"28010"	939	806974	105.663
	"Idaho"	"16"	"2013"	"2013"	"Stomach"	"21020"	76	1611206	4.330
	"Idaho"	"16"	"2013"	"2013"	"Thyroid"	"32010"	236	1611206	14.817
	"Idaho"	"16"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	391	1611206	22.459
	"Idaho"	"16"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	125	1631112	7.270
	"Idaho"	"16"	"2014"	"2014"	"Breast"	"26000"	1169	1631112	65.583
	"Idaho"	"16"	"2014"	"2014"	"Cervix Uteri"	"27010"	50	813917	6.282
	"Idaho"	"16"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	650	1631112	36.127
	"Idaho"	"16"	"2014"	"2014"	"Corpus Uteri"	"27020"	236	813917	25.417
	"Idaho"	"16"	"2014"	"2014"	"Esophagus"	"21010"	98	1631112	5.244
	"Idaho"	"16"	"2014"	"2014"	"Gallbladder"	"21080"	16	1631112	0.959
	"Idaho"	"16"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	300	1631112	16.187
	"Idaho"	"16"	"2014"	"2014"	"Larynx"	"22020"	41	1631112	2.154
	"Idaho"	"16"	"2014"	"2014"	"Leukemias"	"35011-35043"	281	1631112	15.799
	"Idaho"	"16"	"2014"	"2014"	"Liver"	"21071"	133	1631112	6.643
	"Idaho"	"16"	"2014"	"2014"	"Lung and Bronchus"	"22030"	945	1631112	51.589
	"Idaho"	"16"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	482	1631112	27.283
	"Idaho"	"16"	"2014"	"2014"	"Myeloma"	"34000"	111	1631112	6.288
	"Idaho"	"16"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	360	1631112	20.488
	"Idaho"	"16"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	186	1631112	10.075
	"Idaho"	"16"	"2014"	"2014"	"Ovary"	"27040"	113	813917	12.250
	"Idaho"	"16"	"2014"	"2014"	"Pancreas"	"21100"	232	1631112	12.661
	"Idaho"	"16"	"2014"	"2014"	"Prostate"	"28010"	895	817195	98.519
	"Idaho"	"16"	"2014"	"2014"	"Stomach"	"21020"	108	1631112	6.235
	"Idaho"	"16"	"2014"	"2014"	"Thyroid"	"32010"	266	1631112	16.055
	"Idaho"	"16"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	397	1631112	21.967
	"Idaho"	"16"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	160	1651059	9.110
	"Idaho"	"16"	"2015"	"2015"	"Breast"	"26000"	1182	1651059	65.191
	"Idaho"	"16"	"2015"	"2015"	"Cervix Uteri"	"27010"	47	823954	5.727
	"Idaho"	"16"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	662	1651059	36.296
	"Idaho"	"16"	"2015"	"2015"	"Corpus Uteri"	"27020"	242	823954	24.649
	"Idaho"	"16"	"2015"	"2015"	"Esophagus"	"21010"	85	1651059	4.390
	"Idaho"	"16"	"2015"	"2015"	"Gallbladder"	"21080"	21	1651059	1.121
	"Idaho"	"16"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	308	1651059	16.731
	"Idaho"	"16"	"2015"	"2015"	"Larynx"	"22020"	41	1651059	2.086
	"Idaho"	"16"	"2015"	"2015"	"Leukemias"	"35011-35043"	325	1651059	18.088
	"Idaho"	"16"	"2015"	"2015"	"Liver"	"21071"	126	1651059	6.213
	"Idaho"	"16"	"2015"	"2015"	"Lung and Bronchus"	"22030"	963	1651059	51.715
	"Idaho"	"16"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	512	1651059	28.850
	"Idaho"	"16"	"2015"	"2015"	"Myeloma"	"34000"	133	1651059	7.090
	"Idaho"	"16"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	375	1651059	20.387
	"Idaho"	"16"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	241	1651059	13.011
	"Idaho"	"16"	"2015"	"2015"	"Ovary"	"27040"	100	823954	10.656
	"Idaho"	"16"	"2015"	"2015"	"Pancreas"	"21100"	274	1651059	14.711
	"Idaho"	"16"	"2015"	"2015"	"Prostate"	"28010"	977	827105	102.214
	"Idaho"	"16"	"2015"	"2015"	"Stomach"	"21020"	116	1651059	6.183
	"Idaho"	"16"	"2015"	"2015"	"Thyroid"	"32010"	264	1651059	15.831
	"Idaho"	"16"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	396	1651059	21.124
	"Idaho"	"16"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	123	1682380	6.780
	"Idaho"	"16"	"2016"	"2016"	"Breast"	"26000"	1223	1682380	64.307
	"Idaho"	"16"	"2016"	"2016"	"Cervix Uteri"	"27010"	62	839684	7.751
	"Idaho"	"16"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	664	1682380	35.218
	"Idaho"	"16"	"2016"	"2016"	"Corpus Uteri"	"27020"	272	839684	26.632
	"Idaho"	"16"	"2016"	"2016"	"Esophagus"	"21010"	103	1682380	5.200
